id,created_at,updated_at,street_id,city_id,street_kladr,street_type_id,street_type_full,street_type_short,name
754,2020-09-03T10:26:20.374Z,2020-09-03T10:26:20.374Z,668,1,200000000668,6,улица,ул.,Акынов
2031,2023-06-30T12:10:12.091173Z,2023-06-30T12:10:12.090958Z,50064,1,200000050064,6,улица,ул.,Алатау (мкр Нуршашкан)
2118,2024-05-24T11:14:26.432761Z,2024-05-24T11:14:26.432497Z,50151,1,200000050151,13,микрорайон,мкр.,"Алгабас, 7-я улица"
3503,2025-01-31T10:35:08.008051Z,2025-01-31T10:35:08.007794Z,51532,1,200000051532,6,улица,ул.,Алиби Жангельдина
1033,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,295,1,200000000295,6,улица,ул.,Алимжанова
1156,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,493,1,200000000493,13,микрорайон,мкр.,Алмагуль
755,2020-09-03T10:26:20.374Z,2020-09-03T10:26:20.374Z,669,1,200000000669,6,улица,ул.,Алматинская (Казахфильм)
329,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,7041,1,200000007041,60,трасса,трасса,Алматы Бишкек
1271,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,1005,1,200000001005,13,микрорайон,мкр.,Алтай 1
1272,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,1006,1,200000001006,13,микрорайон,мкр.,Алтай 2
3283,2024-12-30T15:18:10.272801Z,2024-12-30T15:18:10.272545Z,51312,1,200000051312,13,микрорайон,мкр.,Алтын Бесик
3284,2024-12-30T15:20:41.504223Z,2024-12-30T15:20:41.503987Z,51313,1,200000051313,13,микрорайон,мкр.,"Алтын Бесик, пер. Каргалинский"
3291,2024-12-30T15:45:03.797016Z,2024-12-30T15:45:03.796721Z,51320,1,200000051320,13,микрорайон,мкр.,"Алтын Бесик, ул. Анет Баба"
3292,2024-12-30T15:57:22.971414Z,2024-12-30T15:57:22.971048Z,51321,1,200000051321,13,микрорайон,мкр.,"Алтын Бесик, ул. Жексенбаева"
3296,2024-12-30T15:59:57.156584Z,2024-12-30T15:59:57.156333Z,51325,1,200000051325,13,микрорайон,мкр.,"Алтын Бесик, ул. Райымбека"
3295,2024-12-30T15:59:55.491582Z,2024-12-30T15:59:55.491385Z,51324,1,200000051324,13,микрорайон,мкр.,"Алтын Бесик, ул. Ташкентская"
3293,2024-12-30T15:59:53.559082Z,2024-12-30T15:59:53.558849Z,51322,1,200000051322,13,микрорайон,мкр.,"Алтын Бесик, ул. Токпанова"
3294,2024-12-30T15:59:55.146839Z,2024-12-30T15:59:55.146666Z,51323,1,200000051323,13,микрорайон,мкр.,"Алтын Бесик, ул. Трудовая"
3297,2024-12-30T16:03:49.277058Z,2024-12-30T16:03:49.276717Z,51326,1,200000051326,13,микрорайон,мкр.,"Алтын Бесик, ул. Шанина"
476,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,56,1,200000000056,8,проспект,просп.,Алтынсарина
940,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,254,1,200000000254,8,проспект,просп.,Аль-Фараби
953,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,268,1,200000000268,6,улица,ул.,Амангельды
950,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,265,1,200000000265,6,улица,ул.,Аносова
1886,2022-11-15T12:51:15.053904Z,2022-11-15T12:51:15.053499Z,8886,1,200000008886,6,улица,ул.,Арайлы
3609,2025-03-20T05:22:45.241206Z,2025-03-20T05:22:45.241018Z,51638,1,200000051638,6,улица,ул.,Аральская
1871,2022-11-15T12:51:13.224244Z,2022-11-15T12:51:13.223835Z,8786,1,200000008786,6,улица,ул.,Аркалык
2750,2024-11-27T09:11:01.282021Z,2024-11-27T09:11:01.281764Z,50779,1,200000050779,13,микрорайон,мкр.,"Архат, ул. 5-я улица"
2752,2024-11-27T09:11:01.487795Z,2024-11-27T09:11:01.487058Z,50781,1,200000050781,13,микрорайон,мкр.,"Архат, ул. Алатау"
2768,2024-11-27T10:47:34.255725Z,2024-11-27T10:47:34.255453Z,50797,1,200000050797,13,микрорайон,мкр.,"Архат, ул. Архат"
2753,2024-11-27T09:11:01.582793Z,2024-11-27T09:11:01.582404Z,50782,1,200000050782,13,микрорайон,мкр.,"Архат, ул. Квартал А"
2769,2024-11-27T10:47:35.468211Z,2024-11-27T10:47:35.466962Z,50798,1,200000050798,13,микрорайон,мкр.,"Архат, ул. Квартал А1"
2749,2024-11-27T09:10:59.715286Z,2024-11-27T09:10:59.715097Z,50778,1,200000050778,13,микрорайон,мкр.,"Архат, ул. Квартал Б"
2751,2024-11-27T09:11:01.385474Z,2024-11-27T09:11:01.385243Z,50780,1,200000050780,13,микрорайон,мкр.,"Архат, ул. Квартал В"
2803,2024-11-27T14:26:15.265718Z,2024-11-27T14:26:15.265490Z,50832,1,200000050832,13,микрорайон,мкр.,"Архат, ул. Квартал Д"
2804,2024-11-27T14:26:15.356284Z,2024-11-27T14:26:15.355945Z,50833,1,200000050833,13,микрорайон,мкр.,"Архат, ул. Квартал Д1"
2767,2024-11-27T10:47:33.430154Z,2024-11-27T10:47:33.429963Z,50796,1,200000050796,13,микрорайон,мкр.,"Архат, ул. Квартал С"
2754,2024-11-27T09:11:02.484134Z,2024-11-27T09:11:02.483871Z,50783,1,200000050783,13,микрорайон,мкр.,"Архат, ул. Природа"
2766,2024-11-27T10:47:32.995520Z,2024-11-27T10:47:32.995200Z,50795,1,200000050795,13,микрорайон,мкр.,"Архат, ул. Тарлан"
246,2020-09-03T10:26:20.302Z,2020-09-03T10:26:20.302Z,6741,1,200000006741,63,коттеджный городок,КГ,Асем тау
1799,2022-11-15T12:50:49.853977Z,2022-11-15T12:50:49.853638Z,8906,1,200000008906,6,улица,ул.,Аскарова
1800,2022-11-15T12:50:49.907757Z,2022-11-15T12:50:49.907365Z,10626,1,200000010626,13,микрорайон,мкр.,Астана
328,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,7021,1,200000007021,64,жилой массив,жм,Асыл Арман
1801,2022-11-15T12:50:50.010318Z,2022-11-15T12:50:50.008765Z,10647,1,200000010647,13,микрорайон,мкр.,Атырау
899,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,211,1,200000000211,6,улица,ул.,Ауэзова
388,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,7843,1,200000007843,6,улица,ул.,Афцинао
1262,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,996,1,200000000996,6,улица,ул.,Бабаева
2479,2024-10-22T08:42:26.023224Z,2024-10-22T08:42:26.022983Z,50514,1,200000050514,13,микрорайон,мкр.,"Баганашил, ул.3-я Алма"
2470,2024-10-22T07:39:13.738945Z,2024-10-22T07:39:13.738702Z,50507,1,200000050507,13,микрорайон,мкр.,"Баганашыл, Квартал В"
2469,2024-10-22T07:39:09.527038Z,2024-10-22T07:39:09.526743Z,50506,1,200000050506,13,микрорайон,мкр.,"Баганашыл, пер.Алмалы"
2468,2024-10-22T07:39:08.662056Z,2024-10-22T07:39:08.661798Z,50505,1,200000050505,13,микрорайон,мкр.,"Баганашыл, СТ Алатау-2"
2471,2024-10-22T07:39:14.209730Z,2024-10-22T07:39:14.209063Z,50508,1,200000050508,13,микрорайон,мкр.,"Баганашыл, СТ Алма-3"
2443,2024-10-22T07:18:22.247988Z,2024-10-22T07:18:22.247588Z,50473,1,200000050473,13,микрорайон,мкр.,"Баганашыл, СТ Мамыр"
2420,2024-10-22T07:17:26.533567Z,2024-10-22T07:17:26.533291Z,50449,1,200000050449,13,микрорайон,мкр.,"Баганашыл, ул. 2-я Зеленая"
2419,2024-10-22T07:17:25.697608Z,2024-10-22T07:17:25.697276Z,50448,1,200000050448,13,микрорайон,мкр.,"Баганашыл, ул. 2-я Строительная"
2480,2024-10-22T08:42:28.048662Z,2024-10-22T08:42:28.048405Z,50515,1,200000050515,13,микрорайон,мкр.,"Баганашыл, ул. Алатау"
2452,2024-10-22T07:32:48.326331Z,2024-10-22T07:32:48.325488Z,50485,1,200000050485,13,микрорайон,мкр.,"Баганашыл, ул.Алмалы"
2478,2024-10-22T08:41:56.266917Z,2024-10-22T08:41:56.266696Z,50513,1,200000050513,13,микрорайон,мкр.,"Баганашыл, ул. Байшешек"
2418,2024-10-22T07:17:15.359991Z,2024-10-22T07:17:15.359662Z,50447,1,200000050447,13,микрорайон,мкр.,"Баганашыл, ул. Водопроводная"
2466,2024-10-22T07:38:51.006641Z,2024-10-22T07:38:51.006110Z,50503,1,200000050503,13,микрорайон,мкр.,"Баганашыл, ул. Восточная"
2450,2024-10-22T07:22:26.890478Z,2024-10-22T07:22:26.890189Z,50482,1,200000050482,13,микрорайон,мкр.,"Баганашыл, ул. Грушовая"
2442,2024-10-22T07:18:22.158499Z,2024-10-22T07:18:22.158288Z,50472,1,200000050472,13,микрорайон,мкр.,"Баганашыл, ул. Мамыр"
2467,2024-10-22T07:39:04.057272Z,2024-10-22T07:39:04.056972Z,50504,1,200000050504,13,микрорайон,мкр.,"Баганашыл, ул.Молодежная"
2451,2024-10-22T07:22:27.072431Z,2024-10-22T07:22:27.072195Z,50483,1,200000050483,13,микрорайон,мкр.,"Баганашыл, ул. Подгорная"
2481,2024-10-22T08:42:28.210173Z,2024-10-22T08:42:28.209957Z,50516,1,200000050516,13,микрорайон,мкр.,"Баганашыл, ул. Санаторная"
2421,2024-10-22T07:17:27.155630Z,2024-10-22T07:17:27.155421Z,50450,1,200000050450,13,микрорайон,мкр.,"Баганашыл, ул. Сыргабекова"
2461,2024-10-22T07:34:57.959804Z,2024-10-22T07:34:57.959206Z,50497,1,200000050497,13,микрорайон,мкр.,"Баганашыл, ул. Тан"
1802,2022-11-15T12:50:51.108954Z,2022-11-15T12:50:51.108394Z,9986,1,200000009986,6,улица,ул.,Баишева
917,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,230,1,200000000230,6,улица,ул.,Байганина
901,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,213,1,200000000213,6,улица,ул.,Байзакова
1172,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,517,1,200000000517,6,улица,ул.,Байкадамова
3489,2025-01-31T10:30:57.177484Z,2025-01-31T10:30:57.177319Z,51518,1,200000051518,6,улица,ул.,Байсеит батыра
926,2020-09-03T10:26:20.409Z,2022-11-15T12:48:20.571673Z,239,1,200000000239,6,улица,ул.,Байсеитовой
382,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,7723,1,200000007723,6,улица,ул.,Байтасова
1966,2022-11-15T14:13:53.942374Z,2022-11-15T14:13:53.941813Z,10806,1,200000010806,6,улица,ул.,Байтерекова
429,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,2,1,200000000002,6,улица,ул.,Байтурсынова
1053,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,317,1,200000000317,6,улица,ул.,Бальзака
1026,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,288,1,200000000288,6,улица,ул.,Барибаева
2172,2024-07-24T11:46:34.089993Z,2024-07-24T11:46:34.089787Z,50205,1,200000050205,6,улица,ул.,Басаркабыз
1263,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,997,1,200000000997,6,улица,ул.,Басенова
3298,2024-12-30T16:06:38.910298Z,2024-12-30T16:06:38.910086Z,51327,1,200000051327,13,микрорайон,мкр.,Баянаул
1803,2022-11-15T12:50:51.171006Z,2022-11-15T12:50:51.170579Z,8686,1,200000008686,6,улица,ул.,Бегалина
378,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,7663,1,200000007663,6,улица,ул.,Бекхожина Калижана
1359,2020-09-03T10:26:20.482Z,2020-09-03T10:26:20.482Z,1105,1,200000001105,6,улица,ул.,Белградская
3494,2025-01-31T10:33:35.309059Z,2025-01-31T10:33:35.308467Z,51523,1,200000051523,6,улица,ул.,Белякова
3490,2025-01-31T10:30:59.102021Z,2025-01-31T10:30:59.101785Z,51519,1,200000051519,6,улица,ул.,Беркаира Аманшина
2009,2023-04-27T09:52:50.435947Z,2023-04-27T09:52:50.435524Z,50042,1,200000050042,65,район,район,"Бесагаш, ул. Аймауытова"
2158,2024-07-10T06:21:56.927712Z,2024-07-10T06:21:56.927547Z,50191,1,200000050191,65,район,район,"Бесагаш, ул. Аэропортная "
1790,2022-11-08T00:25:42.184390Z,2022-11-08T00:25:42.183975Z,50004,1,200000050004,65,район,район,"Бесагаш, ул. Кошкарбаева"
1972,2022-11-08T00:25:42.184390Z,2022-11-08T00:25:42.183975Z,10927,1,200000010927,65,район,район,"Бесагаш, ул. Кошкарбаева"
1974,2022-11-30T03:18:40.654890Z,2022-11-30T03:18:40.653838Z,50007,1,200000050007,65,район,район,"Бесагаш, ул. Райымбек батыра"
2006,2023-04-18T06:14:07.160724Z,2023-04-18T06:14:07.160338Z,50039,1,200000050039,65,район,район,"Бесагаш, ул. Сырым Батыр"
3487,2025-01-31T10:29:37.927367Z,2025-01-31T10:29:37.927163Z,51516,1,200000051516,6,улица,ул.,Билге Каган
430,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,3,1,200000000003,6,улица,ул.,Богенбай батыра
1804,2022-11-15T12:50:51.331892Z,2022-11-15T12:50:51.331519Z,8465,1,200000008465,6,улица,ул.,Бокеева Оралхана
1805,2022-11-15T12:50:51.447901Z,2022-11-15T12:50:51.447206Z,10306,1,200000010306,6,улица,ул.,Бокейханова Алихана
1525,2020-09-03T10:26:20.482Z,2020-09-03T10:26:20.482Z,1128,1,200000001128,61,поселок,поселок,"Боролдай, улица TSTTS"
125,2020-09-03T10:26:20.302Z,2020-09-03T10:26:20.302Z,5817,1,200000005817,61,поселок,поселок,"Боролдай, улица TSTTSWIFI"
1992,2023-03-09T05:13:19.444865Z,2023-03-09T05:13:19.444567Z,50025,1,200000050025,6,улица,ул.,Боткина
947,2020-09-03T10:26:20.409Z,2022-11-15T12:48:20.634195Z,261,1,200000000261,6,улица,ул.,Брусиловского
1027,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,289,1,200000000289,6,улица,ул.,Бузурбаева
956,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,271,1,200000000271,3,бульвар,бульв.,Бухар Жырау
1039,2020-09-03T10:26:20.446Z,2022-11-15T12:48:20.701449Z,301,1,200000000301,6,улица,ул.,Валиханова
1806,2022-11-15T12:50:51.489103Z,2022-11-15T12:50:51.488719Z,8666,1,200000008666,6,улица,ул.,Варламова
1440,2020-09-03T10:26:20.482Z,2020-09-03T10:26:20.482Z,1199,1,200000001199,6,улица,ул.,Вахтангова
3488,2025-01-31T10:30:01.555154Z,2025-01-31T10:30:01.554861Z,51517,1,200000051517,6,улица,ул.,Веселова
463,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,38,1,200000000038,6,улица,ул.,Вишневского 2-ая
993,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,408,1,200000000408,6,улица,ул.,Володарского
943,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,257,1,200000000257,6,улица,ул.,Габдуллина
902,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,214,1,200000000214,8,проспект,просп.,Гагарина
756,2020-09-03T10:26:20.374Z,2020-09-03T10:26:20.374Z,673,1,200000000673,6,улица,ул.,Геологов
3614,2025-03-20T05:24:16.412331Z,2025-03-20T05:24:16.412092Z,51643,1,200000051643,7,переулок,пер.,Герцена
3502,2025-01-31T10:35:05.006600Z,2025-01-31T10:35:05.006367Z,51531,1,200000051531,6,улица,ул.,Герцена
431,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,4,1,200000000004,6,улица,ул.,Гоголя
216,2020-09-03T10:26:20.302Z,2020-09-03T10:26:20.302Z,6281,1,200000006281,6,улица,ул.,Горная долина
247,2020-09-03T10:26:20.302Z,2020-09-03T10:26:20.302Z,6742,1,200000006742,6,улица,ул.,Грановского
3501,2025-01-31T10:34:38.694238Z,2025-01-31T10:34:38.693880Z,51530,1,200000051530,6,улица,ул.,Григория Потанина
3492,2025-01-31T10:33:33.965026Z,2025-01-31T10:33:33.964816Z,51521,1,200000051521,6,улица,ул.,Громова
3305,2024-12-30T16:52:54.445669Z,2024-12-30T16:52:54.445375Z,51334,1,200000051334,6,улица,ул.,Дала
332,2020-09-03T10:26:20.338Z,2022-11-15T12:51:07.846595Z,7281,1,200000007281,13,микрорайон,мкр.,Дарабоз
420,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,8344,1,200000008344,6,улица,ул.,Джетысуйская
906,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,218,1,200000000218,6,улица,ул.,Джумалиева
432,2020-09-03T10:26:20.338Z,2020-09-03T10:26:20.338Z,5,1,200000000005,6,улица,ул.,Досмухамедова
924,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,237,1,200000000237,8,проспект,просп.,Достык
3285,2024-12-30T15:22:51.340851Z,2024-12-30T15:22:51.339610Z,51314,1,200000051314,13,микрорайон,мкр.,"Достык, ул. Аймуйсин"
3368,2025-01-24T11:53:13.297652Z,2025-01-24T11:53:13.297404Z,51397,1,200000051397,13,микрорайон,мкр.,"Достык, ул. Акбакай"
3369,2025-01-24T12:10:50.063259Z,2025-01-24T12:10:50.062999Z,51398,1,200000051398,13,микрорайон,мкр.,"Достык, ул. Акжайнак"
3370,2025-01-24T12:16:09.045549Z,2025-01-24T12:16:09.045271Z,51399,1,200000051399,13,микрорайон,мкр.,"Достык, ул. Акжунис"
3379,2025-01-24T15:22:46.702706Z,2025-01-24T15:22:46.702455Z,51408,1,200000051408,13,микрорайон,мкр.,"Достык, ул. Аккогершин"
3371,2025-01-24T12:56:09.697403Z,2025-01-24T12:56:09.697194Z,51400,1,200000051400,13,микрорайон,мкр.,"Достык, ул. Баршынкент"
286,2020-09-03T10:26:20.338Z,2024-11-11T06:07:28.134557Z,7261,1,200000007261,13,микрорайон,мкр.,"Достык, ул. Гожахмета Садвакасова"
3372,2025-01-24T13:11:44.045907Z,2025-01-24T13:11:44.045382Z,51401,1,200000051401,13,микрорайон,мкр.,"Достык, ул. Дастан"
3314,2024-12-30T17:16:06.044032Z,2024-12-30T17:16:06.043812Z,51343,1,200000051343,13,микрорайон,мкр.,"Достык, ул. Жайдарман"
3373,2025-01-24T14:13:34.710564Z,2025-01-24T14:13:34.710314Z,51402,1,200000051402,13,микрорайон,мкр.,"Достык, ул. Жеты Жаргы"
3380,2025-01-24T15:27:47.491854Z,2025-01-24T15:27:47.491503Z,51409,1,200000051409,13,микрорайон,мкр.,"Достык, ул. Карахан"
3286,2024-12-30T15:27:26.593214Z,2024-12-30T15:27:26.592916Z,51315,1,200000051315,13,микрорайон,мкр.,"Достык, ул. Каргалинская"
3381,2025-01-24T15:31:01.961628Z,2025-01-24T15:31:01.961405Z,51410,1,200000051410,13,микрорайон,мкр.,"Достык, ул. Кеменгер"
3382,2025-01-24T15:39:51.626896Z,2025-01-24T15:39:51.626631Z,51411,1,200000051411,13,микрорайон,мкр.,"Достык, ул. Манат"
3374,2025-01-24T14:35:51.681396Z,2025-01-24T14:35:51.681068Z,51403,1,200000051403,13,микрорайон,мкр.,"Достык, ул. Науметова"
3375,2025-01-24T14:39:25.092582Z,2025-01-24T14:39:25.092230Z,51404,1,200000051404,13,микрорайон,мкр.,"Достык, ул. Поль Гурдэ"
3287,2024-12-30T15:29:33.186938Z,2024-12-30T15:29:33.186719Z,51316,1,200000051316,13,микрорайон,мкр.,"Достык, ул. Серегина"
3315,2024-12-30T17:18:34.128720Z,2024-12-30T17:18:34.128549Z,51344,1,200000051344,13,микрорайон,мкр.,"Достык, ул. Сыйластык"
3376,2025-01-24T14:43:00.126004Z,2025-01-24T14:43:00.125653Z,51405,1,200000051405,13,микрорайон,мкр.,"Достык, ул. Тагзым"
3288,2024-12-30T15:32:21.425562Z,2024-12-30T15:32:21.425240Z,51317,1,200000051317,13,микрорайон,мкр.,"Достык, ул. Тауке Хана"
3289,2024-12-30T15:34:49.096638Z,2024-12-30T15:34:49.096398Z,51318,1,200000051318,13,микрорайон,мкр.,"Достык, ул. Трудовая"
3383,2025-01-24T15:59:43.345165Z,2025-01-24T15:59:43.344817Z,51412,1,200000051412,13,микрорайон,мкр.,"Достык, ул. Тургенская"
3377,2025-01-24T15:00:01.153612Z,2025-01-24T15:00:01.153381Z,51406,1,200000051406,13,микрорайон,мкр.,"Достык, ул. Улагат"
3290,2024-12-30T15:36:59.570401Z,2024-12-30T15:36:59.570106Z,51319,1,200000051319,13,микрорайон,мкр.,"Достык, ул. Фарида Шарипова"
3378,2025-01-24T15:11:18.931123Z,2025-01-24T15:11:18.930915Z,51407,1,200000051407,13,микрорайон,мкр.,"Достык, ул. Шамгона Кажыгалиева"
1496,2020-09-03T10:26:20.482Z,2024-11-06T10:24:09.148587Z,1763,1,200000001763,13,микрорайон,мкр.,"Достык, ул. Яссауи"
1169,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,513,1,200000000513,7,переулок,пер.,Дружбы
951,2020-09-03T10:26:20.409Z,2020-09-03T10:26:20.409Z,266,1,200000000266,6,улица,ул.,Дуйсенова
2099,2024-03-01T06:55:08.595364Z,2024-03-01T06:55:08.595090Z,50132,1,200000050132,13,микрорайон,мкр.,Думан 2
1320,2020-09-03T10:26:20.482Z,2020-09-03T10:26:20.482Z,1058,1,200000001058,6,улица,ул.,Дунентаева
1807,2022-11-15T12:50:51.537537Z,2022-11-15T12:50:51.537182Z,9246,1,200000009246,6,улица,ул.,Егизбаева
936,2020-09-03T10:26:20.409Z,2022-11-15T12:48:22.174841Z,249,1,200000000249,6,улица,ул.,Елебекова
3331,2024-12-30T17:43:39.741263Z,2024-12-30T17:43:39.740984Z,51360,1,200000051360,63,коттеджный городок,КГ,"Елисейские поля, ул. Жунисова"
3498,2025-01-31T10:33:37.266133Z,2025-01-31T10:33:37.264820Z,51527,1,200000051527,6,улица,ул.,Енисейская
3604,2025-03-20T05:20:22.751882Z,2025-03-20T05:20:22.751659Z,51633,1,200000051633,6,улица,ул.,Ереванская
1040,2020-09-03T10:26:20.446Z,2020-09-03T10:26:20.446Z,302,1,200000000302,6,улица,ул.,Есенова
2027,2023-06-09T04:09:23.034190Z,2023-06-09T04:09:23.033449Z,50060,1,200000050060,6,улица,ул.,Жазылбека
3299,2024-12-30T16:22:33.963045Z,2024-12-30T16:22:33.962770Z,51328,1,200000051328,13,микрорайон,мкр.,Жайлы
915,2020-09-03T10:26:20.409Z,2022-11-15T12:48:21.908716Z,228,1,200000000228,6,улица,ул.,Жамбыла
