"consumer_id";"devices_count";"frequency";"recency";"monetary"
12527201;2;"33.5";"5.5";"1873.21428572"
12527203;2;"24.25";"5.0";"1873.21428572"
12527213;1;"61.5";"5.5";"1873.22321429"
12527226;2;"35.5";"4.25";"2678.57142858"
12527233;1;"55.0";"2.0";"2678.57142857"
12527258;1;"49.5";"9.5";"1873.21428572"
12527274;1;"44.0";"13.5";"1873.22321429"
12527311;2;"59.0";"3.0";"2321.42857142"
12527315;2;"69.25";"2.75";"1873.21428572"
12527325;4;"64.5";"2.75";"5838.913690493333"
12527327;1;"11.0";"6.5";"1873.21428572"
12527331;2;"37.0";"2.25";"1873.21428572"
12527345;2;"20.0";"5.5";"1873.21428572"
12527353;1;"52.0";"3.0";"1873.21428572"
12527356;4;"41.0";"4.75";"2321.42857142"
12527359;1;"89.5";"2.0";"1873.22321429"
12527361;2;"27.75";"3.5";"2559.91071429"
12527366;1;"32.0";"26.5";"1873.22321429"
12527375;2;"39.75";"5.25";"3482.1428571400006"
12527390;1;"30.5";"8.0";"2678.57142858"
12527407;2;"12.0";"35.5";"1873.21428572"
12527412;1;"15.5";"22.0";"2321.42857143"
12527419;2;"51.25";"2.25";"1873.21428572"
12527438;1;"49.5";"10.5";"2321.42857143"
12527450;2;"69.0";"2.5";"2678.57142858"
12527475;1;"15.0";"12.5";"1873.21428572"
12527479;2;"46.0";"35.25";"2678.57142858"
12527482;2;"59.25";"18.5";"1873.21428572"
12527486;2;"18.25";"26.5";"1873.21428572"
12527503;1;"43.5";"9.5";"1873.22321429"
12527506;2;"71.0";"2.75";"2901.791666673334"
12527522;2;"79.5";"2.25";"3089.2857142766666"
12527535;3;"85.66666666666667";"2.1666666666666665";"3482.1428571300003"
12527536;2;"87.75";"2.0";"2678.57142858"
12527538;2;"58.75";"3.5";"1873.21428572"
12527549;2;"75.5";"2.25";"3181.5476190566665"
12527567;1;"75.5";"2.5";"2321.42857143"
12527573;1;"13.0";"6.5";"809.5178571400002"
12527602;1;"34.0";"7.0";"2321.42857142"
12527605;3;"72.33333333333333";"2.833333333333333";"3074.70238096"
12527628;2;"68.5";"4.0";"1873.21428572"
12527629;2;"65.0";"4.75";"2666.6666666666665"
12527630;2;"37.25";"3.0";"1873.21428572"
12527638;3;"59.5";"2.5";"2693.452380943333"
12527640;1;"58.5";"3.5";"1873.22321429"
12527643;2;"39.0";"3.25";"2678.57142858"
12527645;2;"38.25";"2.0";"2138.0952381"
12527654;2;"66.5";"3.25";"1873.21428572"
12527663;2;"47.75";"2.0";"2678.57142858"
12527670;1;"87.0";"2.0";"3054.7619047666667"
12527682;2;"67.5";"3.0";"1873.21428572"
12527684;4;"76.625";"2.375";"4651.78571427"
12527691;2;"84.5";"2.25";"2321.42857142"
12527693;2;"74.75";"2.0";"2376.1904761966666"
12527709;1;"89.0";"2.0";"2678.57142857"
12527714;1;"72.5";"3.5";"2321.42857143"
12527729;2;"26.5";"23.5";"2678.57142858"
12527738;1;"45.0";"2.0";"1873.22321429"
12527753;2;"22.25";"3.0";"2678.57142858"
12527757;1;"43.0";"24.5";"3746.44642858"
12527761;1;"83.0";"2.0";"1873.22321429"
12527762;1;"45.0";"4.5";"1725.7857142933333"
12527768;1;"67.5";"2.5";"2678.57142857"
12527780;2;"63.75";"2.0";"2678.57142858"
12527789;2;"20.75";"10.0";"1873.21428572"
12527792;2;"59.25";"4.5";"1873.21428572"
12527799;2;"36.0";"22.5";"2946.42857142"
12527814;1;"75.0";"2.5";"1873.22321429"
12527825;2;"73.75";"2.25";"2678.57142858"
12527828;1;"46.5";"3.0";"2788.017857153334"
12527830;2;"59.25";"6.5";"2138.0952381"
12527864;2;"67.5";"3.25";"2816.6666666700003"
12527868;2;"84.0";"2.0";"2078.5714285766667"
12527870;2;"75.5";"2.5";"2402.97619048"
12527886;2;"68.25";"3.0";"3497.55357144"
12527893;1;"38.0";"19.0";"2678.57142857"
12527899;2;"56.0";"6.0";"3467.261904753333"
12527900;2;"44.0";"4.0";"1873.21428572"
12527901;2;"86.25";"2.25";"2321.42857142"
12527904;1;"74.5";"2.0";"2678.57142857"
12527919;1;"1.5";"29.5";"2678.57142857"
12527923;1;"54.5";"2.0";"1873.22321429"
12527926;2;"53.75";"4.25";"1873.21428572"
12527934;1;"59.0";"5.5";"2138.10416667"
12527937;2;"57.0";"19.75";"2678.57142858"
12527943;2;"63.5";"4.0";"2678.57142858"
12527955;2;"66.75";"6.25";"4166.66666668"
12527958;1;"63.5";"4.0";"2678.57142857"
12527959;1;"59.5";"3.0";"1873.21428572"
12527960;2;"59.75";"2.75";"2955.3571428599994"
12527963;1;"72.0";"3.5";"2678.57142857"
12527997;1;"47.0";"2.5";"1944.65178572"
12528005;1;"49.5";"3.5";"1873.21428572"
12528010;1;"83.5";"2.0";"1873.22321429"
12528015;2;"85.25";"2.5";"2857.1428571400006"
12528024;2;"33.0";"34.75";"1873.21428572"
12528050;2;"41.25";"2.0";"2321.42857142"
12528066;1;"77.0";"3.0";"2321.42857143"
12528069;1;"77.5";"2.0";"1873.22321429"
12528074;2;"14.0";"7.0";"1873.21428572"
12528083;1;"54.0";"2.5";"1873.21428572"
12528089;2;"46.0";"3.25";"2678.57142858"
12528093;1;"83.0";"2.0";"2678.57142857"
12528094;2;"42.25";"2.0";"2678.57142858"
12528097;2;"49.25";"2.75";"2321.42857142"
12528105;2;"50.0";"3.25";"1873.21428572"
12528112;1;"62.5";"2.5";"2376.1904761966666"
12528116;1;"53.0";"3.5";"1873.22321429"
12528119;2;"56.0";"4.0";"1873.21428572"
12528135;2;"85.75";"2.0";"3619.047619036666"
12528136;3;"48.333333333333336";"5.166666666666667";"2809.82142858"
12528161;6;"20.0";"2.6666666666666665";"5866.071428570001"
12528163;1;"63.0";"2.0";"1873.21428572"
12528170;2;"30.25";"55.0";"4267.85714286"
12528172;1;"71.5";"3.0";"2857.1428571400006"
12528176;2;"72.25";"2.25";"2678.57142858"
12528179;2;"47.5";"2.25";"2203.1398809566667"
12528183;3;"81.16666666666667";"2.333333333333333";"4017.85714287"
12528201;2;"38.0";"4.0";"2678.57142858"
12528235;2;"31.0";"36.25";"1873.21428572"
12528247;2;"44.0";"22.25";"2700.5952381"
12528250;1;"72.0";"2.0";"2678.57142857"
12528252;2;"54.5";"3.0";"1873.21428572"
12528255;1;"32.0";"24.0";"2678.57142858"
12528259;3;"65.33333333333333";"4.333333333333333";"8927.98511904"
12528265;2;"65.75";"2.5";"2678.57142858"
12528273;2;"42.75";"2.0";"3746.44642858"
12528277;2;"55.25";"3.0";"2321.42857142"
12528278;2;"41.75";"2.5";"1873.21428572"
12528289;1;"68.5";"4.5";"2667.85714286"
12528297;1;"75.0";"2.5";"2816.67559524"
12528299;2;"63.75";"14.75";"2678.57142858"
12528301;1;"43.0";"5.0";"2946.42857143"
12528316;2;"57.5";"2.75";"2321.42857142"
12528345;2;"43.75";"2.0";"2321.42857142"
12528356;2;"85.75";"3.0";"6084.523809516667"
12528368;1;"89.5";"2.0";"3304.7619047666667"
12528378;2;"76.0";"2.25";"2376.1904761966666"
12528385;1;"79.0";"2.5";"1873.21428572"
12528389;3;"59.333333333333336";"2.5";"2809.82142858"
12528396;2;"79.0";"2.25";"3974.0595238133337"
12528411;2;"49.75";"2.5";"1873.21428572"
12528416;2;"60.25";"2.25";"2321.42857142"
12528419;2;"37.5";"6.0";"1873.21428572"
12528427;2;"77.0";"2.0";"2678.57142858"
12528444;1;"78.0";"6.0";"2321.42857142"
12528453;1;"58.0";"4.0";"2321.42857143"
12528468;2;"54.75";"3.25";"2667.85714286"
12528470;2;"64.5";"3.25";"2678.57142858"
12528530;2;"31.5";"11.5";"2859.63690476"
12528543;2;"26.75";"3.5";"2138.0952381"
12528549;2;"77.75";"2.25";"1873.21428572"
12528561;1;"55.0";"4.5";"1873.21428572"
12528589;2;"86.75";"2.0";"2321.42857142"
12528590;2;"50.5";"19.25";"1873.21428572"
12528605;2;"38.5";"7.0";"1873.21428572"
12528613;2;"66.5";"3.75";"2678.57142858"
12528634;2;"78.0";"2.25";"2678.57142858"
12528645;1;"51.0";"2.5";"1873.22321429"
12528658;2;"39.5";"2.5";"2321.42857142"
12528659;1;"42.5";"10.0";"2321.42857143"
12528665;2;"67.5";"2.75";"4017.85714286"
12528689;1;"64.0";"17.5";"936.60714286"
12528690;2;"75.5";"2.25";"2816.7440476200004"
12528692;1;"88.5";"2.0";"3746.44642858"
12528693;2;"58.75";"3.75";"2321.42857142"
12528700;1;"65.0";"2.0";"1873.22321429"
12528717;1;"75.5";"2.0";"1873.22321429"
12528727;2;"75.5";"3.0";"2321.42857142"
12528729;1;"80.5";"2.0";"1873.22321429"
12528734;2;"73.5";"2.75";"3125.0000000100003"
12528743;2;"66.75";"2.0";"1873.21428572"
12528745;1;"61.5";"3.5";"2321.42857143"
12528747;2;"1.25";"20.0";"2678.57142858"
12528756;2;"75.5";"2.25";"2321.42857142"
12528769;1;"34.0";"5.0";"1873.22321429"
12528773;2;"45.25";"3.0";"1873.21428572"
12528779;2;"73.5";"3.0";"2646.6845238133333"
12528815;3;"62.16666666666666";"2.5";"2665.211309523333"
12528817;2;"71.5";"3.0";"2943.45238096"
12528826;1;"88.0";"2.0";"2321.42857143"
12528832;2;"20.75";"23.25";"2321.42857142"
12528844;2;"80.75";"2.0";"2678.57142858"
12528854;2;"68.25";"2.25";"2402.97619048"
12528870;2;"84.0";"2.0";"2321.42857142"
12528871;1;"79.0";"2.0";"2678.57142857"
12528873;4;"24.625";"42.625";"2758.8333333400005"
12528881;2;"37.5";"5.5";"2145.53571429"
12528885;2;"33.5";"7.5";"2321.42857142"
12528910;1;"62.0";"3.5";"1977.7916666733329"
12528912;1;"43.5";"7.0";"1873.21428572"
12528924;2;"66.25";"2.75";"1873.21428572"
12528927;2;"33.5";"13.75";"2726.1904762"
12528935;3;"72.83333333333333";"3.0";"3048.38392857"
12528938;2;"28.5";"2.5";"1873.21428572"
12528940;1;"16.0";"8.5";"2946.42857142"
12528941;2;"29.0";"15.75";"2678.57142858"
12528943;4;"87.5";"2.0";"5357.14285716"
12528949;1;"73.0";"2.5";"1873.22321429"
12528959;1;"83.0";"2.5";"2418.06175595"
12528961;2;"46.0";"7.25";"1873.21428572"
12528970;2;"37.5";"8.75";"2678.57142858"
12528973;2;"69.25";"2.5";"2321.42857142"
12528976;2;"47.0";"5.5";"2321.42857142"
12528982;2;"32.75";"2.5";"1873.21428572"
12528984;1;"67.5";"2.5";"1873.21428572"
12528988;4;"69.875";"6.5";"5937.023813673334"
12528992;2;"79.0";"2.5";"2321.42857142"
12528994;2;"47.0";"3.0";"1873.21428572"
12528999;2;"32.75";"3.5";"2678.57142858"
12529000;2;"40.25";"10.0";"1873.21428572"
12529001;1;"44.0";"5.0";"1977.7916666733329"
12529007;2;"60.0";"5.0";"3992.26190476"
12529012;2;"38.0";"28.0";"2809.83035715"
12529013;2;"30.75";"22.25";"1873.21428572"
12529023;2;"78.25";"2.0";"1873.21428572"
12529026;2;"27.5";"16.75";"2933.64880952"
12529027;2;"48.0";"3.5";"2678.57142858"
12529046;2;"58.75";"20.5";"2678.57142858"
12529056;1;"44.0";"11.0";"1873.22321429"
12529063;1;"10.0";"22.0";"1873.21428572"
12529064;2;"10.75";"11.0";"1873.21428572"
12529068;2;"61.75";"3.0";"2321.42857142"
12529083;2;"19.25";"4.0";"1873.21428572"
12529085;2;"40.25";"4.0";"1873.21428572"
12529095;4;"65.625";"2.625";"5622.023809540001"
12529098;2;"69.0";"3.25";"2321.42857142"
12529107;1;"59.0";"3.0";"2678.57142857"
12529108;2;"86.25";"2.0";"1873.21428572"
12529114;1;"76.0";"2.0";"2688.4910714266666"
12529115;1;"18.5";"17.5";"1873.22321429"
12529118;2;"20.25";"2.5";"2678.57142858"
12529120;1;"53.0";"4.0";"1873.21428572"
12529122;2;"78.0";"2.5";"1873.21428572"
12529134;1;"82.5";"2.5";"2994.261904763333"
12529189;4;"33.875";"2.5";"2678.57142858"
12529217;1;"71.5";"2.0";"2321.42857143"
12529228;2;"57.25";"2.75";"1873.21428572"
12529246;2;"49.75";"2.25";"1873.21428572"
12529248;2;"72.75";"3.0";"2729.589285713333"
12529263;2;"81.25";"2.0";"2321.42857142"
12529289;4;"46.0";"4.25";"5357.14285716"
12529293;2;"73.25";"2.5";"2138.0952381"
12529308;1;"50.5";"3.0";"1873.22321429"
12529309;2;"66.0";"2.75";"2321.42857142"
12529340;1;"5.0";"34.5";"2678.57142858"
12529364;2;"77.75";"5.5";"1873.21428572"
12529370;2;"64.0";"3.5";"1873.21428572"
12529432;2;"48.75";"3.0";"1873.21428572"
12529440;1;"17.5";"54.5";"1873.22321429"
12529453;1;"75.5";"2.5";"2678.57142857"
12529465;3;"35.0";"9.333333333333334";"3746.43750001"
12529467;2;"48.75";"3.0";"1873.21428572"
12529471;1;"60.5";"2.0";"2321.42857143"
12529473;2;"18.75";"12.5";"1873.21428572"
12529509;2;"76.25";"2.0";"2674.4047618966665"
12529517;1;"58.0";"2.0";"2935.863095236667"
12529523;2;"75.5";"2.0";"2330.35714285"
12529542;2;"38.5";"4.5";"1873.21428572"
12529545;2;"42.0";"4.0";"2138.0952381"
12529546;1;"89.5";"2.0";"2321.42857143"
12529557;2;"33.0";"28.0";"2321.42857142"
12529569;2;"68.0";"2.0";"2678.57142858"
12529577;2;"59.0";"21.75";"2678.57142858"
12529589;1;"87.5";"2.0";"2678.57142858"
12529590;2;"44.0";"3.25";"2321.42857142"
12529591;2;"76.25";"2.25";"2678.57142858"
12529593;1;"88.5";"2.0";"2678.57142857"
12529609;1;"48.0";"4.5";"1873.22321429"
12529620;2;"59.25";"2.5";"1873.21428572"
12529628;2;"15.75";"6.5";"1873.21428572"
12529652;3;"33.833333333333336";"8.5";"1873.21428572"
12529664;1;"80.5";"2.5";"2275.2529761933333"
12529669;2;"79.25";"2.75";"2321.42857142"
12529690;4;"59.0";"3.0";"5357.14285716"
12529692;2;"29.75";"4.0";"1873.21428572"
12529694;2;"39.5";"7.0";"2774.2380952333333"
12529730;2;"42.5";"2.0";"2321.42857142"
12529741;1;"34.0";"13.5";"1339.28571429"
12529742;2;"53.5";"4.5";"2857.1428571400006"
12529747;1;"53.5";"2.0";"2946.42857142"
12529751;1;"61.0";"2.0";"1873.22321429"
12529768;2;"40.25";"4.75";"2321.42857142"
12529775;2;"59.75";"3.25";"2946.42857142"
12529792;2;"76.0";"2.5";"2321.7261904666666"
12529802;1;"21.0";"20.5";"2678.57142858"
12529806;2;"64.75";"3.5";"2321.42857142"
12529832;1;"65.0";"4.5";"1873.21428572"
12529845;2;"60.0";"10.0";"1873.21428572"
12529849;2;"81.5";"2.0";"2330.35714285"
12529894;2;"35.5";"10.5";"1873.21428572"
12529906;1;"51.0";"4.5";"1873.22321429"
12529907;2;"28.25";"7.5";"1712.0773809533332"
12529915;2;"70.5";"4.0";"2138.0952381"
12529946;2;"44.0";"2.75";"2321.42857142"
12529990;1;"50.0";"2.0";"2321.42857143"
12529994;2;"38.75";"3.75";"1873.21428572"
12530025;2;"2.0";"2.5";"1125.46428572"
12530027;1;"76.5";"3.0";"1873.22321429"
12530038;4;"65.375";"3.625";"5714.285714280001"
12530058;1;"59.0";"2.0";"1873.21428572"
12530062;2;"71.75";"2.75";"3081.54761905"
12530079;2;"87.25";"2.25";"3197.6190476200004"
12530098;4;"70.875";"2.125";"4642.85714284"
12530101;2;"50.0";"2.5";"1873.21428572"
12530103;2;"42.0";"7.75";"2857.1428571400006"
12530108;2;"51.75";"7.5";"1873.21428572"
12530121;1;"88.0";"2.0";"2321.42857143"
12530136;2;"72.75";"5.25";"1873.21428572"
12530194;1;"18.0";"47.5";"1873.22321429"
12530197;2;"55.25";"3.0";"1873.21428572"
12530254;2;"32.0";"17.0";"2321.42857142"
12530280;3;"70.0";"2.0";"2809.82142858"
12530302;1;"38.5";"5.5";"1339.28571429"
12530307;2;"84.25";"4.25";"3822.6190476233337"
12530379;2;"74.5";"2.75";"1873.21428572"
12530385;2;"79.75";"2.0";"2321.42857142"
12530398;2;"86.25";"2.0";"1873.21428572"
12530420;2;"56.5";"7.25";"2321.42857142"
12530455;2;"18.75";"2.0";"2678.57142858"
12530465;2;"31.0";"7.5";"2932.73809524"
12530473;3;"12.5";"2.5";"607.14285714"
12530480;2;"57.25";"17.5";"1873.21428572"
12530486;1;"88.0";"2.0";"1873.22321429"
12530499;2;"24.75";"11.0";"1873.21428572"
12530500;2;"84.25";"2.0";"2678.57142858"
12530547;1;"73.5";"2.5";"2678.57142857"
12530549;2;"47.75";"3.0";"1873.21428572"
12530577;2;"70.25";"2.25";"2321.42857142"
12530584;1;"64.0";"3.0";"1873.21428572"
12530643;2;"56.75";"2.25";"2678.57142858"
12530648;1;"83.5";"2.0";"2678.57142857"
12530672;3;"49.333333333333336";"4.25";"2857.1428571400006"
12530680;1;"33.5";"2.5";"2678.57142857"
12530697;2;"69.75";"2.75";"1873.21428572"
12530700;1;"64.0";"3.0";"1873.21428572"
12530724;1;"33.0";"10.0";"1873.21428572"
12530743;5;"8.3";"2.5";"357.13392858"
12530753;1;"6.5";"14.0";"1873.21428572"
12530765;2;"41.5";"18.0";"2678.57142858"
12530768;2;"76.0";"2.0";"2678.57142858"
12530769;3;"86.66666666666667";"2.0";"2809.82142858"
12530772;2;"72.25";"5.75";"3462.5"
12530842;3;"86.33333333333333";"2.0";"2817.2619047700005"
12530843;2;"57.0";"4.25";"1873.21428572"
12530868;2;"73.25";"4.25";"2687.5000000100003"
12530883;1;"65.5";"4.5";"1201.48809524"
12530899;2;"34.5";"2.0";"1851.17857143"
12530910;2;"89.0";"2.0";"3482.1428571400006"
12530943;1;"73.5";"3.0";"1873.21428572"
12530987;2;"45.0";"9.75";"1873.21428572"
12530994;2;"76.5";"2.25";"2692.45833334"
12531001;1;"52.5";"3.5";"1873.21428572"
12531006;1;"45.0";"6.0";"1873.21428572"
12531027;1;"65.5";"4.0";"1873.21428572"
12531050;1;"27.5";"17.0";"1873.21428572"
12531068;2;"68.25";"3.75";"2761.4761904733336"
12531069;1;"81.5";"2.0";"2946.42857143"
12531074;1;"66.5";"2.5";"1064.28571429"
12531092;2;"41.5";"7.0";"1873.21428572"
12531112;2;"89.25";"2.25";"2321.42857142"
12531113;1;"38.5";"3.0";"1873.22321429"
12531136;2;"61.25";"4.0";"2321.42857142"
12531163;2;"43.0";"4.25";"1873.21428572"
12531176;2;"9.5";"2.5";"2678.57142858"
12531188;1;"81.0";"3.0";"2678.57142857"
12531194;2;"63.0";"2.75";"2321.42857142"
12531269;2;"86.0";"2.0";"2678.57142858"
12531273;2;"16.25";"36.0";"1873.21428572"
12531281;2;"82.75";"2.0";"2321.42857142"
12531286;1;"1.5";"24.0";"2321.42857142"
12531309;1;"85.0";"2.0";"1873.22321429"
12531348;1;"32.5";"33.5";"1873.21428572"
12531385;2;"75.0";"2.25";"2286.90476191"
12531389;2;"49.5";"3.5";"2678.57142858"
12531395;1;"9.5";"69.0";"2678.57142858"
12531397;1;"39.0";"6.0";"936.60714286"
12531414;3;"47.66666666666666";"2.0";"2222.3630952333333"
12531417;1;"80.5";"2.0";"1873.22321429"
12531421;2;"36.25";"7.25";"2716.583333333333"
12531423;2;"80.25";"2.0";"1873.21428572"
12531432;2;"73.5";"2.75";"1873.21428572"
12531507;3;"68.66666666666667";"21.0";"6527.994047626667"
12531530;1;"67.0";"2.0";"2321.42857143"
12531536;1;"80.0";"2.0";"2678.57142857"
12531539;1;"74.0";"2.0";"2678.57142857"
12531544;2;"55.25";"13.25";"2138.0952381"
12531549;2;"51.5";"19.25";"1873.21428572"
12531556;1;"50.0";"6.0";"1873.21428572"
12531558;2;"74.5";"3.0";"2678.57142858"
12531559;2;"83.5";"2.0";"2869.0476190566665"
12531568;2;"20.0";"8.0";"1873.21428572"
12531572;2;"68.0";"2.0";"3029.7619047700005"
12531596;2;"49.75";"10.75";"2321.42857142"
12531613;2;"76.0";"2.25";"2678.57142858"
12531616;1;"81.5";"2.5";"1916.9523809566665"
12531772;2;"65.5";"3.25";"1873.21428572"
12531794;1;"80.5";"3.0";"2321.42857143"
12531802;1;"80.5";"2.0";"936.60714286"
12531816;1;"48.5";"3.0";"2138.10416667"
12531824;2;"54.75";"8.5";"2321.42857142"
12531849;1;"60.0";"2.0";"1600.0"
12531905;2;"54.0";"3.0";"3478.3154761900005"
12531929;1;"61.0";"2.5";"1873.22321429"
12531931;2;"70.25";"3.75";"2905.9523809566667"
12531960;1;"52.0";"4.5";"1873.22321429"
12531965;2;"29.25";"12.5";"1873.21428572"
12531971;1;"78.0";"2.0";"2946.42857143"
12531974;2;"36.75";"2.0";"1873.21428572"
12531983;2;"61.75";"3.25";"2678.57142858"
12532001;1;"29.5";"6.5";"1476.4880952433334"
12532005;1;"72.0";"2.5";"1873.22321429"
12532009;2;"62.5";"3.75";"1873.21428572"
12532028;2;"72.75";"2.25";"2678.57142858"
12532055;2;"45.75";"3.25";"1982.541666673333"
12532079;2;"80.25";"3.25";"2321.42857142"
12532090;2;"80.5";"2.25";"1873.21428572"
12532102;1;"47.5";"5.0";"1339.28571429"
12532112;2;"13.0";"2.5";"2321.42857142"
12532117;1;"89.0";"2.0";"1873.22321429"
12532171;2;"52.5";"37.5";"1873.21428572"
12532206;2;"68.25";"2.0";"2321.42857142"
12532218;1;"90.0";"2.0";"2321.42857143"
12532238;1;"62.5";"13.0";"1873.21428572"
12532268;3;"52.16666666666666";"2.833333333333333";"7923.443452383333"
12532269;1;"14.5";"12.5";"1873.21428572"
12532287;2;"53.5";"10.75";"2678.57142858"
12532291;1;"36.0";"40.5";"1873.21428572"
12532293;2;"64.75";"8.5";"1891.07142858"
12532306;2;"53.0";"2.75";"2321.42857142"
12532326;2;"51.25";"2.75";"2857.1428571400006"
12532344;4;"7.0";"7.5";"2132.651785713333"
12532352;2;"58.5";"8.5";"2946.42857142"
12532362;1;"72.5";"2.5";"2809.83035715"
12532374;1;"13.0";"42.0";"1873.21428572"
12532375;2;"79.75";"2.0";"2678.57142858"
12532378;2;"78.75";"2.5";"2321.42857142"
12532408;1;"43.5";"2.5";"2678.57142857"
12532414;1;"20.5";"4.0";"2678.57142857"
12532418;1;"82.0";"2.0";"3533.8928572766667"
12532429;2;"43.25";"8.0";"1873.21428572"
12532468;2;"51.0";"3.0";"3684.523809533333"
12532486;1;"44.5";"7.0";"1873.22321429"
12532493;2;"71.25";"2.75";"3419.642857136667"
12532503;2;"41.25";"11.0";"1873.21428572"
12532521;2;"44.75";"4.25";"1873.21428572"
12532525;2;"53.75";"2.75";"1873.21428572"
12532533;1;"57.5";"4.0";"1873.21428572"
12532543;2;"87.25";"2.0";"2321.42857142"
12532561;1;"57.5";"4.0";"2708.33333333"
12532578;2;"57.25";"2.0";"2586.3095238"
12532589;2;"83.75";"2.0";"2678.57142858"
12532593;2;"69.25";"2.5";"2809.83035715"
12532605;1;"51.5";"18.0";"2678.57142857"
12532614;4;"9.5";"3.75";"809.5178571399999"
12532618;2;"32.25";"23.5";"2678.57142858"
12532626;1;"75.5";"2.5";"1873.22321429"
12532638;2;"24.5";"15.5";"2678.57142858"
12532644;2;"87.75";"2.25";"2138.0952381"
12532679;2;"8.75";"26.0";"2678.57142858"
12532712;1;"88.5";"2.0";"2321.42857143"
12532725;1;"84.0";"2.5";"1873.22321429"
12532751;2;"84.0";"2.0";"2678.57142858"
12532756;1;"49.0";"14.0";"2857.1428571400006"
12532768;2;"53.0";"6.0";"1873.21428572"
12532771;2;"53.0";"14.5";"2454.8571428666664"
12532773;2;"85.25";"2.0";"2946.42857142"
12532781;2;"44.25";"20.5";"2678.57142858"
12532788;2;"78.5";"2.5";"1873.21428572"
12532790;2;"84.5";"2.25";"2805.76190476"
12532793;2;"68.5";"2.25";"2789.880952386667"
12532809;2;"63.5";"7.0";"2321.42857142"
12532810;2;"86.5";"2.0";"2382.19246101"
12532812;1;"50.0";"4.0";"1873.21428572"
12532817;2;"90.0";"2.0";"2678.5714327466667"
12532824;2;"36.0";"3.75";"2678.57142858"
12532832;1;"35.5";"4.5";"1873.22321429"
12532916;1;"82.0";"2.0";"2678.57142857"
12532926;1;"25.0";"8.0";"1235.54761905"
12532937;1;"48.0";"6.0";"1873.22321429"
12532945;2;"7.0";"12.0";"2321.42857142"
12532953;2;"21.25";"6.75";"1873.21428572"
12532955;1;"59.0";"2.5";"936.60714286"
12532960;3;"64.66666666666667";"2.1666666666666665";"3503.36309525"
12532975;1;"88.5";"2.0";"2321.42857143"
12532992;2;"36.75";"2.5";"3885.119047626666"
12533021;1;"14.0";"3.0";"1142.85714286"
12533033;2;"72.75";"3.25";"2321.42857142"
12533041;1;"77.5";"3.0";"1873.22321429"
12533070;1;"13.0";"10.0";"2678.57142857"
12533073;1;"68.0";"4.0";"1873.22321429"
12533091;1;"88.0";"2.0";"3529.76190476"
12533093;2;"43.75";"2.5";"2879.166666673333"
12533094;2;"37.25";"14.0";"2678.57142858"
12533101;2;"43.75";"2.25";"1873.21428572"
12533107;2;"75.0";"2.25";"2321.42857142"
12533120;2;"81.25";"2.5";"2138.0952381"
12533148;2;"83.75";"2.25";"2824.4047618966665"
12533152;2;"89.25";"2.0";"2678.57142858"
12533164;2;"52.0";"4.5";"2321.42857142"
12533171;2;"75.25";"2.5";"2138.0952381"
12533195;2;"65.75";"6.0";"2678.57142858"
12533250;2;"77.5";"2.25";"4565.476190483333"
12533251;2;"51.75";"3.5";"2857.1428571400006"
12533253;2;"35.0";"5.75";"1873.21428572"
12533260;2;"50.0";"5.5";"1873.21428572"
12533267;2;"40.0";"20.0";"1873.21428572"
12533291;2;"53.25";"10.5";"1160.71428571"
12533305;1;"89.5";"2.0";"1873.21428572"
12533306;2;"43.0";"5.25";"2809.83035715"
12533314;2;"31.75";"18.25";"2321.42857142"
12533322;1;"65.0";"4.5";"936.60714286"
12533323;2;"65.25";"4.5";"2138.0952381"
12533324;1;"82.0";"2.0";"2321.42857143"
12533346;1;"79.0";"2.5";"1873.22321429"
12533351;2;"71.0";"3.0";"2946.42857142"
12533356;1;"28.0";"44.0";"2582.308035715"
12533383;1;"85.5";"2.0";"2678.57142857"
12533433;2;"57.5";"2.75";"1873.21428572"
12533440;4;"73.125";"2.5";"4642.85714284"
12533445;2;"44.0";"2.0";"2321.42857142"
12533447;2;"26.25";"28.25";"2444.529761913333"
12533459;1;"31.0";"18.5";"1873.22321429"
12533493;1;"19.5";"3.0";"1873.21428572"
12533527;2;"47.25";"6.25";"1873.21428572"
12533549;2;"55.25";"2.5";"2321.42857142"
12533550;2;"48.5";"6.5";"3382.14285715"
12533561;2;"86.0";"2.5";"3273.80952382"
12533569;3;"66.83333333333333";"2.5";"4017.85714287"
12533571;1;"4.5";"44.0";"1873.22321429"
12533577;1;"87.5";"2.0";"1873.22321429"
12533580;2;"76.5";"2.0";"2851.19047618"
12533588;1;"68.0";"2.5";"1873.22321429"
12533638;1;"72.5";"2.0";"1873.22321429"
12533651;1;"82.5";"2.0";"1873.22321429"
12533720;2;"52.25";"2.5";"2321.42857142"
12533735;1;"4.0";"44.5";"1873.22321429"
12533744;2;"71.25";"2.0";"1873.21428572"
12533745;1;"51.5";"2.5";"1873.22321429"
12533758;2;"33.25";"20.5";"2678.57142858"
12533765;2;"51.5";"3.25";"2678.57142858"
12533775;2;"86.75";"2.25";"4017.85714286"
12533787;2;"81.0";"2.25";"2321.42857142"
12533809;2;"45.25";"2.0";"5476.190476203333"
12533810;2;"70.0";"2.25";"2678.57142858"
12533823;1;"74.0";"2.5";"2321.42857142"
12533824;1;"81.5";"2.0";"1873.22321429"
12533830;4;"83.5";"2.125";"4642.85714284"
12533837;2;"60.25";"7.0";"2678.57142858"
