"consumer_id";"devices_count";"frequency";"recency";"monetary"
13384597;2;"83.75";"2.0";"2678.57142858"
13384614;2;"46.5";"6.0";"2409.82142857"
13384621;2;"51.25";"3.75";"2946.42857142"
13384622;2;"29.5";"2.0";"1873.21428572"
13384627;1;"74.0";"2.0";"3488.57143126"
13384629;2;"51.0";"2.5";"4392.857142866666"
13384648;2;"41.25";"4.25";"2321.42857142"
13384660;1;"23.0";"13.0";"1873.22321429"
13384664;2;"42.75";"4.0";"1873.21428572"
13384673;1;"63.0";"2.0";"2321.42857143"
13384676;2;"82.5";"2.25";"2678.57142858"
13384677;1;"65.5";"3.5";"1339.28571429"
13384681;2;"30.75";"3.0";"1944.607142863333"
13384693;2;"40.5";"2.5";"1873.21428572"
13384703;2;"60.75";"2.25";"2667.85714286"
13384704;2;"46.75";"2.25";"1873.21428572"
13384708;2;"18.5";"55.25";"2227.58333334"
13384716;2;"10.0";"3.0";"1873.21428572"
13384721;2;"26.25";"3.75";"2678.57142858"
13384724;2;"35.0";"4.5";"2678.57142858"
13384728;2;"77.5";"3.25";"2857.1428571400006"
13384730;2;"35.5";"18.25";"2321.42857142"
13384739;2;"73.5";"2.25";"1873.21428572"
13384742;2;"29.25";"10.75";"1873.21428572"
13384744;2;"56.5";"3.0";"2321.42857142"
13384750;2;"21.25";"2.5";"1873.21428572"
13384760;2;"36.75";"2.5";"1873.21428572"
13384765;1;"62.5";"4.0";"2678.57142857"
13384789;2;"51.5";"4.0";"2321.42857142"
13384792;2;"26.75";"7.75";"1873.21428572"
13384793;2;"49.0";"2.0";"2321.42857142"
13384797;2;"48.25";"20.25";"1873.21428572"
13384817;1;"19.0";"7.5";"1873.21428572"
13384819;4;"63.125";"3.125";"3746.42857144"
13384832;2;"75.0";"2.5";"2678.57142858"
13384833;2;"36.0";"14.5";"1873.21428572"
13384843;5;"84.8";"2.0";"7026.785714279999"
13384864;1;"82.5";"2.0";"1873.2232184566667"
13384868;2;"36.0";"4.0";"2809.83035715"
13384869;2;"41.25";"8.5";"1873.21428572"
13384873;3;"43.333333333333336";"3.25";"2366.8214285733334"
13384876;4;"20.25";"45.875";"2901.8750000066666"
13384913;1;"26.5";"13.5";"936.60714286"
13384925;2;"50.25";"22.75";"1873.21428572"
13384927;2;"77.75";"2.5";"5357.14285714"
13384947;2;"72.75";"2.5";"1873.21428572"
13384950;2;"38.5";"10.5";"1873.21428572"
13384970;2;"29.75";"26.25";"1873.21428572"
13384989;2;"65.75";"2.0";"1873.21428572"
13384996;1;"84.5";"2.0";"2678.57142857"
13385011;1;"87.0";"2.0";"2321.42857143"
13385014;2;"35.75";"7.25";"2678.57142858"
13385015;1;"37.5";"31.5";"2678.57142857"
13385026;2;"38.25";"19.0";"1873.21428572"
13385030;2;"37.5";"2.0";"5357.14285716"
13385043;2;"73.5";"3.25";"3647.02380953"
13385051;2;"7.5";"3.5";"1897.0327381"
13385052;1;"32.5";"3.0";"1873.21428572"
13385071;2;"74.25";"2.25";"2678.57142858"
13385085;2;"45.5";"18.0";"4017.85714286"
13385087;2;"55.75";"3.0";"2883.928571436667"
13385100;2;"63.0";"2.0";"2667.85714286"
13385111;2;"72.5";"2.5";"2943.45238096"
13385114;2;"44.5";"2.0";"1873.21428572"
13385118;2;"62.25";"17.25";"2404.0476190466666"
13385129;2;"83.25";"3.25";"1873.21428572"
13385146;2;"62.0";"2.75";"1873.21428572"
13385160;3;"67.66666666666667";"2.0";"2956.7976190366667"
13385162;2;"12.25";"23.25";"1873.21428572"
13385167;2;"44.0";"2.5";"2678.57142858"
13385168;2;"61.5";"4.75";"2678.57142858"
13385172;2;"86.25";"2.0";"2321.42857142"
13385176;2;"43.25";"10.75";"2321.42857142"
13385178;2;"65.0";"3.75";"2857.1428571400006"
13385183;2;"32.75";"28.25";"2678.57142858"
13385194;2;"65.0";"2.25";"1873.21428572"
13385195;1;"11.5";"25.5";"1873.21428572"
13385204;2;"75.25";"2.25";"2678.57142858"
13385214;2;"62.25";"4.5";"1873.21428572"
13385229;1;"28.5";"2.5";"5357.14285714"
13385239;2;"64.25";"3.25";"4017.85714286"
13385266;1;"53.5";"2.5";"1873.21428572"
13385286;2;"81.5";"2.0";"2286.90476191"
13385292;2;"76.5";"2.25";"2678.57142858"
13385298;2;"54.75";"3.5";"2678.57142858"
13385307;1;"48.5";"3.5";"1873.22321429"
13385317;2;"70.25";"3.5";"2678.57142858"
13385323;2;"4.5";"38.5";"2321.42857142"
13385324;2;"71.0";"2.0";"1873.21428572"
13385328;2;"44.25";"31.25";"2586.3095238"
13385329;1;"70.5";"5.5";"2809.83035715"
13385333;2;"71.75";"2.0";"1873.21428572"
13385340;2;"61.25";"4.0";"1873.21428572"
13385342;2;"88.5";"2.0";"2321.42857142"
13385347;1;"58.5";"3.5";"936.60714286"
13385351;2;"40.75";"3.5";"1873.21428572"
13385368;2;"26.5";"2.0";"2321.42857142"
13385372;2;"31.25";"2.75";"1873.21428572"
13385375;2;"16.5";"10.0";"2678.57142858"
13385379;2;"70.0";"4.0";"2321.42857142"
13385381;2;"45.5";"4.0";"1873.21428572"
13385400;1;"81.5";"2.0";"2321.42857143"
13385405;2;"82.0";"2.0";"2619.04761904"
13385407;3;"78.5";"2.6666666666666665";"5408.03571429"
13385410;1;"56.5";"5.0";"2678.57142857"
13385412;2;"81.5";"2.0";"2321.42857142"
13385414;2;"54.75";"9.0";"3382.14285715"
13385417;2;"81.0";"2.25";"2678.57142858"
13385420;1;"76.0";"2.0";"2678.57142857"
13385431;2;"73.25";"9.25";"2321.42857142"
13385437;2;"42.25";"8.5";"1873.21428572"
13385445;2;"74.25";"2.0";"2678.57142858"
13385450;2;"52.5";"11.75";"1873.21428572"
13385451;2;"57.25";"2.0";"2321.42857142"
13385459;2;"86.0";"2.5";"3095.2380952466665"
13385460;1;"52.5";"4.0";"1873.22321429"
13385461;2;"79.25";"2.0";"1873.21428572"
13385462;2;"25.0";"51.0";"1873.21428572"
13385472;2;"80.75";"2.0";"1873.21428572"
13385488;1;"57.5";"4.0";"1339.28571429"
13385492;2;"76.0";"2.0";"1873.21428572"
13385500;3;"76.66666666666667";"3.0";"3985.119047606667"
13385512;2;"53.5";"16.25";"2286.90476191"
13385530;1;"6.0";"23.5";"2678.57142857"
13385534;2;"45.0";"4.25";"2321.42857142"
13385535;2;"61.5";"2.25";"2321.42857142"
13385547;2;"65.25";"3.0";"1873.21428572"
13385553;1;"22.0";"2.5";"2678.57142858"
13385558;2;"74.25";"2.25";"2321.42857142"
13385559;2;"53.25";"2.25";"1873.21428572"
13385561;2;"25.25";"4.0";"1461.2619047666667"
13385574;1;"62.0";"3.0";"1873.22321429"
13385576;2;"58.25";"3.5";"1873.21428572"
13385592;2;"43.25";"33.0";"3197.6190476200004"
13385614;1;"88.0";"2.0";"2321.42857142"
13385637;2;"57.0";"2.25";"2405.95238096"
13385638;2;"6.0";"16.0";"3746.44642858"
13385641;2;"72.25";"2.5";"1873.21428572"
13385645;1;"90.0";"2.0";"2767.8571428599994"
13385655;1;"81.0";"2.0";"1873.21428572"
13385667;2;"29.75";"7.0";"1873.21428572"
13385671;1;"82.0";"2.0";"2859.22619048"
13385682;2;"40.5";"3.5";"1873.21428572"
13385687;2;"62.0";"6.0";"1873.21428572"
13385689;2;"61.5";"2.75";"2138.0952381"
13385695;1;"20.5";"2.0";"2678.57142858"
13385697;2;"81.25";"2.0";"2678.57142858"
13385700;2;"82.0";"2.0";"3462.5"
13385727;1;"89.0";"2.0";"2687.5"
13385728;2;"83.25";"3.0";"3928.57142857"
13385741;1;"15.5";"9.0";"1873.21428572"
13385745;1;"74.0";"2.5";"1873.22321429"
13385757;2;"72.0";"3.75";"2943.45238096"
13385758;2;"22.75";"2.5";"2678.57142858"
13385778;3;"77.66666666666667";"2.5";"4017.85714287"
13385779;1;"77.0";"2.5";"1873.21428572"
13385783;2;"34.75";"5.5";"1873.21428572"
13385784;3;"30.5";"2.0";"4646.505952393333"
13385785;2;"75.75";"3.75";"2321.42857142"
13385787;2;"78.75";"2.0";"2416.6666666566666"
13385789;3;"86.16666666666667";"2.1666666666666665";"6964.285714289999"
13385795;2;"22.25";"8.5";"2678.57142858"
13385796;2;"78.0";"5.75";"1873.21428572"
13385800;3;"79.5";"2.1666666666666665";"4184.523809540001"
13385804;2;"32.0";"8.0";"1873.21428572"
13385812;2;"36.75";"3.0";"2738.095238106667"
13385819;2;"55.5";"4.25";"2678.57142858"
13385822;1;"33.5";"11.0";"1873.22321429"
13385835;1;"51.5";"4.0";"1873.22321429"
13385844;1;"70.0";"2.0";"936.60714286"
13385867;2;"23.5";"36.0";"1873.21428572"
13385875;2;"56.75";"3.0";"2321.42857142"
13385882;2;"72.5";"2.75";"2702.380952373333"
13385884;2;"46.25";"13.75";"1873.21428572"
13385992;1;"73.5";"2.0";"2678.57142857"
13385993;2;"45.5";"2.25";"2678.57142858"
13386019;2;"19.0";"6.0";"1873.21428572"
13386027;2;"62.25";"2.75";"2678.57142858"
13386051;2;"27.25";"20.75";"2304.053571436667"
13386059;2;"69.75";"3.5";"2780.619047613333"
13386060;1;"69.5";"2.5";"1873.21428572"
13386064;2;"57.5";"2.25";"3235.119047626667"
13386131;2;"85.25";"2.5";"1873.21428572"
13386133;2;"74.75";"3.0";"2321.42857142"
13386202;1;"84.5";"2.0";"1873.21428572"
13386207;2;"31.75";"2.0";"2879.166666673333"
13386222;2;"89.25";"2.0";"4389.880952390001"
13386256;2;"45.0";"4.0";"2932.73809524"
13386264;2;"72.0";"2.0";"3197.6190476200004"
13386269;2;"65.0";"7.75";"2678.57142858"
13386282;6;"59.833333333333336";"2.7";"9869.779761913334"
13386320;2;"41.5";"2.5";"1873.21428572"
13386321;2;"37.75";"2.0";"1873.21428572"
13386330;1;"51.0";"11.0";"936.60714286"
13386342;2;"22.0";"4.5";"1873.21428572"
13386376;2;"65.75";"2.25";"2619.04761904"
13386384;2;"64.0";"2.5";"3181.5476190566665"
13386405;2;"19.0";"60.25";"1873.21428572"
13386409;1;"79.0";"2.0";"2678.57142857"
13386427;1;"8.5";"14.0";"2678.57142858"
13386430;1;"84.5";"2.0";"2321.42857143"
13386433;2;"83.0";"2.75";"3527.976190483333"
13386438;2;"50.0";"2.0";"2329.4910714300004"
13386441;2;"72.75";"2.0";"1873.21428572"
13386463;2;"84.5";"2.0";"1873.21428572"
13386477;2;"9.0";"3.0";"535.71428572"
13386481;2;"69.25";"2.5";"2678.57142858"
13386485;1;"46.5";"9.5";"2376.1904761966666"
13386490;2;"46.5";"2.0";"936.60714286"
13386496;2;"79.25";"2.0";"15401.2083333"
13386501;2;"60.0";"6.75";"2809.83035715"
13386565;1;"25.0";"5.0";"2678.57142857"
13386588;2;"50.0";"3.5";"3746.44642858"
13386590;2;"34.75";"4.0";"936.60714286"
13386591;1;"89.0";"2.0";"3114.2857142900007"
13386605;1;"25.5";"3.0";"1873.22321429"
13386654;2;"65.0";"2.5";"1873.21428572"
13386668;2;"70.25";"3.0";"5744.047619046668"
13386676;2;"68.75";"2.25";"2321.42857142"
13386703;2;"61.25";"2.0";"2678.57142858"
13386721;2;"36.0";"9.5";"1873.21428572"
13386722;2;"45.25";"5.25";"2809.83035715"
13386774;2;"69.75";"2.75";"2747.69642858"
13386794;2;"80.5";"2.5";"2434.523809513333"
13386826;2;"82.75";"2.5";"4303.571428586666"
13386828;2;"74.0";"3.25";"4805.9702381"
13386860;2;"40.0";"27.25";"2946.42857142"
13386863;2;"20.25";"55.25";"3176.94642858"
13386864;2;"31.0";"25.0";"1873.21428572"
13386881;2;"80.25";"2.25";"1873.21428572"
13386882;1;"31.5";"2.5";"1873.21428572"
13386909;2;"64.5";"3.5";"1873.21428572"
13386916;2;"42.75";"4.5";"1977.791666673333"
13386964;1;"56.5";"3.0";"1485.1190476233332"
13386971;2;"72.5";"2.25";"2321.42857142"
13386981;1;"60.0";"2.0";"2678.57142857"
13387009;2;"71.0";"3.25";"2138.0952381"
13387010;2;"46.0";"5.0";"1873.21428572"
13387012;2;"26.0";"6.75";"1873.21428572"
13387018;2;"80.0";"2.0";"1873.21428572"
13387020;1;"49.0";"14.0";"1873.22321429"
13387040;2;"50.25";"2.0";"2827.38095239"
13387058;2;"41.0";"6.0";"2678.57142858"
13387110;2;"80.75";"3.0";"1873.21428572"
13387115;1;"79.0";"4.0";"1873.22321429"
13387161;2;"51.75";"3.0";"2678.57142858"
13387169;2;"75.25";"3.25";"2678.57142858"
13387173;2;"21.75";"41.5";"2678.57142858"
13387233;2;"45.5";"15.25";"1873.21428572"
13387235;2;"65.75";"2.75";"1873.21428572"
13387239;2;"56.5";"6.25";"1873.21428572"
13387245;2;"50.25";"8.75";"2082.0595238066667"
13387251;1;"50.5";"3.0";"2678.57142857"
13387303;2;"27.5";"7.0";"2678.57142858"
13387310;2;"58.0";"2.5";"2678.57142858"
13387314;2;"65.75";"3.5";"1873.21428572"
13387315;1;"71.0";"2.0";"2678.57142857"
13387345;2;"70.0";"2.0";"2321.42857142"
13387376;2;"32.25";"22.0";"1873.21428572"
13387386;1;"9.5";"26.5";"2678.57142857"
13387395;2;"67.25";"2.75";"2809.82142858"
13387397;2;"29.0";"38.0";"2678.57143483"
13387398;2;"40.75";"7.5";"2678.57142858"
13387409;2;"76.0";"2.25";"2667.85714286"
13387454;2;"57.5";"2.75";"1873.21428572"
13387455;3;"45.0";"11.75";"4060.71428572"
13387474;2;"74.5";"2.0";"1873.21428572"
13387480;2;"65.25";"2.0";"1873.21428572"
13387494;2;"56.5";"22.5";"2321.42857142"
13387500;3;"81.66666666666667";"2.1666666666666665";"4017.85714287"
13387502;2;"56.75";"2.75";"1873.21428572"
13387527;1;"70.5";"2.0";"1873.22321429"
13387532;2;"8.25";"20.0";"1982.9940476233328"
13387535;2;"41.75";"2.0";"2286.90476191"
13387536;2;"51.0";"4.5";"1873.21428572"
13387545;1;"65.0";"2.0";"1873.21428572"
13387566;1;"74.5";"3.0";"1873.22321429"
13387576;2;"56.5";"6.5";"2321.42857142"
13387583;2;"47.25";"2.5";"2087.85119048"
13387585;2;"82.75";"2.25";"1873.21428572"
13387599;2;"65.5";"2.0";"1160.71428571"
13387621;1;"72.5";"14.5";"1873.22321429"
13387640;1;"41.5";"2.0";"1622.9702380933334"
13387649;2;"82.25";"2.25";"2321.42857142"
13387650;1;"87.0";"2.0";"2321.42857143"
13387674;2;"46.0";"3.75";"2857.1428571400006"
13387680;2;"69.75";"3.0";"2678.57142858"
13387703;2;"60.75";"2.75";"1873.21428572"
13387731;1;"52.5";"2.0";"1873.22321429"
13387733;2;"41.0";"4.75";"2678.57142858"
13387736;3;"25.0";"3.0";"3339.58333334"
13387737;2;"87.75";"2.0";"6023.232142866666"
13387751;1;"21.0";"8.0";"2404.761904763333"
13387770;2;"73.25";"2.75";"1873.21428572"
13387813;2;"60.75";"3.5";"1873.21428572"
13387817;3;"20.666666666666668";"5.25";"2500.0"
13387872;1;"83.0";"2.5";"2678.57142857"
13387889;1;"19.0";"3.5";"2780.24107143"
13387891;2;"8.75";"8.0";"1873.21428572"
13387928;1;"70.5";"2.5";"1873.22321429"
13387929;2;"85.5";"2.0";"1873.21428572"
13387936;2;"76.75";"2.0";"2678.57142858"
13387951;2;"36.0";"3.5";"2667.85714286"
13387956;1;"67.0";"2.5";"1873.21428572"
13387962;1;"83.0";"2.0";"3382.14285715"
13388052;2;"34.5";"3.0";"2857.1428571400006"
13388075;2;"44.0";"6.25";"1873.21428572"
13388103;2;"61.5";"3.5";"1873.21428572"
13388121;2;"74.5";"2.0";"1873.21428572"
13388126;2;"39.0";"2.0";"1873.21428572"
13388144;2;"46.0";"3.5";"1873.21428572"
13388264;1;"11.5";"22.0";"1339.28571429"
13388270;2;"75.5";"2.0";"2678.57142858"
13388280;2;"61.75";"3.25";"1873.21428572"
13388285;1;"68.0";"2.5";"1873.21428572"
13388310;2;"69.25";"2.25";"1873.21428572"
13388312;3;"76.16666666666667";"2.1666666666666665";"2809.82142858"
13388322;4;"81.125";"2.125";"5892.85714284"
13388338;2;"36.5";"2.5";"2678.57142858"
13388364;2;"5.75";"9.5";"1873.21428572"
13388369;2;"62.5";"4.25";"1873.21428572"
13388370;1;"67.5";"4.0";"2595.34523811"
13388377;1;"87.0";"2.0";"1902.9851190533327"
13388380;3;"78.33333333333333";"2.333333333333333";"3482.1428571300003"
13388388;2;"66.0";"2.0";"936.60714286"
13388398;1;"82.0";"2.0";"3126.25297619"
13388401;1;"10.0";"17.5";"2678.57142858"
13388405;2;"76.0";"8.0";"2321.42857142"
13388407;3;"83.66666666666667";"2.333333333333333";"4386.15178571"
13388408;2;"68.0";"3.0";"1873.21428572"
13388413;2;"30.5";"4.0";"2857.1428571400006"
13388429;2;"23.5";"15.5";"2678.57142858"
13388430;3;"72.0";"3.6666666666666665";"2839.5833333433334"
13388445;1;"60.5";"2.5";"936.60714286"
13388460;1;"90.0";"2.0";"3422.6190476200004"
13388462;1;"88.0";"2.0";"2678.57142857"
13388476;2;"60.25";"2.0";"1873.21428572"
13388479;2;"72.25";"2.5";"2321.42857142"
13388480;2;"73.25";"2.0";"2376.1904761966666"
13388516;2;"83.0";"2.0";"2182.0416666566666"
13388518;1;"66.5";"2.0";"1873.22321429"
13388551;1;"27.0";"8.0";"2678.57142858"
13388557;2;"66.0";"4.25";"1873.21428572"
13388559;2;"56.75";"4.5";"2857.1428571400006"
13388580;1;"6.0";"15.0";"1339.28571429"
13388593;2;"45.5";"6.0";"1873.21428572"
13388596;2;"25.5";"21.0";"2678.57142858"
13388615;2;"38.75";"3.5";"1873.21428572"
13388630;1;"73.0";"2.0";"2678.57142857"
13388651;1;"69.0";"2.0";"2708.333333333333"
13388660;2;"89.25";"2.0";"2857.1428571400006"
13388711;2;"47.75";"7.75";"1873.21428572"
13388714;2;"72.25";"2.5";"3074.71130953"
13388715;2;"50.25";"6.75";"1873.21428572"
13388723;1;"63.0";"3.5";"2678.57142857"
13388744;2;"25.25";"15.25";"3482.1428571400006"
13388745;2;"66.75";"8.5";"1873.21428572"
13388748;1;"43.0";"10.5";"1873.21428572"
13388754;1;"47.5";"7.5";"2946.42857143"
13388762;2;"59.5";"3.5";"2321.42857142"
13388833;1;"53.0";"7.5";"2678.57142858"
13388834;2;"47.25";"2.0";"1873.21428572"
13388842;1;"66.0";"2.0";"1873.22321429"
13388866;2;"13.25";"7.5";"1873.21428572"
13388869;1;"44.5";"20.5";"1180.2708333333337"
13388888;3;"73.16666666666667";"2.0";"4629.041666676666"
13388894;3;"60.333333333333336";"6.666666666666667";"3746.43750001"
13388991;2;"50.75";"2.5";"7205.357142869999"
13388994;3;"80.16666666666667";"2.333333333333333";"3916.74107143"
13388999;2;"72.75";"2.0";"2678.57142858"
13389003;2;"50.25";"5.25";"1873.21428572"
13389018;2;"30.5";"4.5";"1873.21428572"
13389035;1;"7.5";"48.5";"1873.21428572"
13389039;2;"46.0";"5.75";"2321.42857142"
13389049;2;"56.75";"2.75";"2678.57142858"
13389052;3;"65.83333333333333";"2.6666666666666665";"2809.82142858"
13389056;2;"51.5";"2.5";"1873.21428572"
13389059;3;"52.0";"5.0";"3339.58333334"
13389062;2;"64.25";"6.75";"2700.5952381"
13389083;2;"22.25";"35.5";"2624.880952386667"
13389089;1;"43.5";"4.5";"2678.57142858"
13389093;2;"66.75";"3.5";"2138.0952381"
13389100;1;"78.0";"2.0";"1882.15178572"
13389101;2;"31.75";"3.5";"1873.21428572"
13389102;2;"74.5";"2.5";"2321.42857142"
13389116;2;"77.25";"2.75";"2678.57142858"
13389124;2;"46.0";"6.25";"5357.14285714"
13389137;2;"37.5";"23.75";"1873.21428572"
13389140;2;"57.25";"3.0";"1873.21428572"
13389144;3;"85.33333333333333";"2.1666666666666665";"4693.452380963333"
13389145;2;"73.0";"2.0";"4888.0952381"
13389165;1;"76.5";"2.0";"2678.57142858"
13389176;2;"24.0";"5.5";"1873.21428572"
13389178;2;"48.0";"2.5";"6559.5238095"
13389190;2;"48.0";"4.75";"1873.21428572"
13389204;2;"65.75";"2.25";"4017.85714286"
13389211;2;"44.0";"3.25";"1902.976190483333"
13389215;2;"49.0";"2.5";"1873.21428572"
13389216;4;"58.25";"2.0";"5822.479166673334"
13389217;2;"27.5";"3.25";"1873.21428572"
13389232;1;"47.5";"2.5";"2678.57142858"
13389240;2;"67.0";"5.75";"2321.42857142"
13389260;2;"6.5";"4.25";"2678.57142858"
13389273;1;"19.0";"2.5";"1873.21428572"
13389310;1;"50.0";"3.5";"1873.22321429"
13389321;2;"63.0";"2.25";"2678.57142858"
13389335;4;"83.375";"2.125";"5622.023809540001"
13389343;2;"55.0";"2.25";"2946.42857142"
13389356;2;"73.25";"2.75";"2643.2797619"
13389426;1;"26.0";"39.5";"2678.57142858"
13389427;2;"30.0";"13.25";"2678.57142858"
13389441;2;"62.5";"2.0";"2678.57142858"
13389445;2;"84.0";"2.25";"5357.14285714"
13389459;2;"86.25";"2.0";"1873.21428572"
13389501;2;"63.25";"4.25";"2678.57142858"
13389525;1;"62.5";"4.0";"2943.45238096"
13389540;2;"76.25";"3.25";"2678.57142858"
13389584;2;"80.75";"2.75";"2321.42857142"
13389608;2;"47.75";"7.25";"1873.21428572"
13389623;2;"19.75";"21.5";"1873.21428572"
13389626;1;"33.0";"19.5";"1873.22321429"
13389670;2;"63.25";"2.25";"2678.57142858"
13389677;2;"76.0";"2.25";"1873.21428572"
13389692;2;"47.5";"3.5";"1873.21428572"
13389704;1;"79.0";"2.0";"936.60714286"
13389741;3;"45.333333333333336";"2.75";"2809.82142858"
13389765;2;"50.0";"3.0";"1873.21428572"
13389768;2;"55.0";"3.5";"1873.21428572"
13389773;1;"84.0";"2.5";"2678.57142857"
13389779;2;"43.25";"2.0";"1873.21428572"
13389785;2;"84.75";"2.25";"2138.0952381"
13389786;3;"82.0";"2.1666666666666665";"4017.85714287"
13389789;1;"40.5";"2.0";"1873.21428572"
13389801;2;"26.0";"6.0";"2946.42857142"
13389809;1;"46.5";"2.5";"1873.22321429"
13389827;3;"47.16666666666666";"6.5";"3134.226190486667"
13389829;2;"58.25";"2.5";"936.60714286"
13389830;1;"25.0";"3.5";"1873.21428572"
13389835;1;"78.5";"2.5";"1873.21428572"
13389842;2;"55.0";"6.0";"2286.90476191"
13389843;2;"40.75";"4.0";"1873.21428572"
13389855;2;"59.75";"2.75";"2678.57142858"
13389864;2;"53.0";"3.25";"2678.57142858"
13389865;1;"60.5";"2.0";"1873.21428572"
13389867;2;"75.5";"2.75";"4114.285714286666"
13389869;1;"32.5";"8.5";"1873.21428572"
13389870;1;"61.0";"5.0";"1873.21428572"
13389877;2;"56.75";"3.0";"1873.21428572"
13389917;2;"26.5";"5.0";"1873.21428572"
13389950;2;"69.75";"3.0";"3746.44642858"
13389956;1;"57.5";"3.0";"2376.1904761966666"
13389958;2;"9.5";"62.0";"2857.1428571400006"
13389960;2;"31.75";"2.0";"2678.57142858"
13389967;2;"67.25";"3.0";"1873.21428572"
13389995;1;"83.0";"2.0";"2678.57142857"
13390036;2;"77.0";"2.5";"1873.21428572"
13390055;2;"33.25";"2.0";"2678.57142858"
13390103;1;"27.5";"7.5";"1873.22321429"
13390104;2;"39.0";"2.0";"1873.21428572"
13390157;1;"64.0";"2.0";"2809.83035715"
13390163;2;"48.75";"4.5";"2678.57142858"
13390165;2;"48.0";"3.5";"936.60714286"
13390197;2;"76.25";"2.0";"2857.1428571400006"
13390201;2;"43.75";"24.25";"2932.73809524"
13390209;1;"57.5";"14.0";"2321.42857143"
13390229;2;"65.75";"3.5";"2402.97619048"
13390280;3;"69.16666666666667";"6.166666666666667";"4452.36904762"
13390291;2;"51.25";"2.25";"1873.21428572"
13390307;2;"77.75";"2.5";"4276.20833334"
13390311;2;"56.0";"2.5";"2183.24404762"
13390319;2;"39.25";"9.0";"3746.44642858"
13390333;2;"28.0";"2.5";"2678.57142858"
13390339;3;"54.833333333333336";"3.25";"2857.1428571400006"
13390343;2;"88.25";"2.0";"1873.21428572"
13390408;2;"60.5";"2.0";"1873.21428572"
13390414;2;"71.25";"2.75";"2321.42857142"
13390415;1;"77.5";"2.5";"1873.22321429"
13390454;2;"14.25";"15.0";"2321.42857142"
13390464;1;"20.0";"41.0";"2678.57142858"
13390493;2;"77.0";"2.25";"2321.42857142"
13390513;2;"77.75";"2.0";"1873.21428572"
13390515;2;"65.5";"3.0";"1873.21428572"
13390539;1;"46.5";"2.5";"2857.1428571400006"
13390545;2;"53.0";"2.5";"2678.57142858"
13390572;2;"70.0";"2.5";"4107.449404766667"
13390578;2;"31.25";"13.25";"2321.42857142"
13390583;2;"72.0";"2.75";"3885.119047626666"
13390587;2;"53.0";"7.0";"936.60714286"
13390617;2;"39.5";"7.5";"2678.57142858"
13390627;2;"12.75";"5.0";"1873.21428572"
13390708;2;"48.5";"4.5";"2678.57142858"
13390713;3;"60.833333333333336";"2.0";"3446.428571436667"
13390721;2;"62.25";"2.0";"2678.57142858"
13390730;1;"67.5";"3.0";"1873.22321429"
13390775;2;"56.5";"5.5";"2321.42857142"
13390780;3;"58.0";"2.833333333333333";"3023.9999999933334"
13390848;2;"44.25";"5.25";"1873.21428572"
13390850;2;"73.25";"5.0";"2138.0952381"
13390859;3;"65.66666666666667";"3.5";"9845.23809523"
13390888;1;"75.5";"2.0";"1942.559523813333"
13390895;2;"40.25";"3.75";"3746.44642858"
13390898;2;"42.5";"2.0";"2678.57142858"
13390907;2;"69.25";"2.25";"2678.57142858"
13390909;2;"53.75";"4.25";"1873.21428572"
13390917;2;"28.0";"3.0";"1873.21428572"
13390922;2;"62.75";"3.25";"2321.42857142"
13390932;1;"15.5";"10.0";"2678.57142857"
13390944;1;"70.0";"2.5";"1873.22321429"
13390956;2;"39.75";"2.0";"4522.02380952"
13391006;2;"60.75";"2.25";"4235.119047623333"
13391038;3;"61.66666666666666";"2.333333333333333";"2325.9464285733334"
13391064;2;"65.75";"2.25";"1873.21428572"
13391084;2;"76.0";"2.0";"2943.45238096"
13391118;2;"58.75";"2.75";"1873.21428572"
13391132;5;"60.4";"4.2";"6679.175595249999"
13391167;2;"69.75";"2.25";"1873.21428572"
13391174;1;"26.0";"3.0";"1873.21428572"
13391191;3;"58.833333333333336";"12.666666666666666";"7758.919642866666"
13391200;2;"62.0";"5.0";"3319.6428571466663"
13391207;2;"73.25";"2.25";"8492.26190476"
13391208;2;"80.75";"2.0";"1873.21428572"
13391210;2;"38.25";"6.0";"1873.21428572"
13391214;2;"36.5";"9.75";"2138.0952381"
13391217;3;"28.0";"31.0";"1920.83333334"
13391241;2;"76.5";"2.0";"1873.21428572"
13391262;2;"55.75";"3.0";"2138.0952381"
13391327;2;"30.5";"15.75";"1873.21428572"
13391351;1;"52.5";"2.0";"1339.28571429"
13391357;2;"37.75";"2.0";"2678.57142858"
13391389;2;"75.0";"3.5";"3223.52083334"
13391394;2;"21.75";"24.25";"2678.57142858"
13391398;1;"50.0";"3.5";"1873.21428572"
13391404;2;"48.0";"4.75";"2678.57142858"
13391407;3;"70.0";"2.6666666666666665";"3640.24107143"
13391409;2;"45.5";"6.75";"2321.42857142"
13391414;1;"51.5";"2.0";"1873.21428572"
13391423;2;"26.5";"8.25";"2321.42857142"
13391427;1;"52.0";"5.0";"2678.57142857"
13391437;2;"87.25";"2.25";"2943.45238096"
13391445;2;"7.75";"23.5";"2678.57142858"
13391461;2;"47.75";"2.0";"2678.57142858"
13391490;2;"40.0";"2.0";"2531.5972220166664"
13391495;1;"6.5";"10.0";"2678.57142858"
13391557;2;"53.25";"6.0";"2551.78571429"
13391571;2;"59.25";"2.5";"2678.57142858"
13391586;2;"27.75";"3.5";"1873.21428572"
13391591;2;"68.25";"2.0";"1873.21428572"
