id,parent_id,type,name,original_id,full_address,coordX,coordY
1208,1079.0,street,АБАЙ,90710,"Карагандинская область, г.Балхаш, г.Балхаш, АБАЙ",,
1209,1079.0,street,СТАРАЯ ПЛОЩАДКА,86991,"Карагандинская область, г.Балхаш, г.Балхаш, СТАРАЯ ПЛОЩАДКА",,
1210,1079.0,street,РЕМБАЗА,90136,"Карагандинская область, г.Балхаш, г.Балхаш, РЕМБАЗА",,
1211,1079.0,street,ЦЕНТРАЛЬНЫЙ,86994,"Карагандинская область, г.Балхаш, г.Балхаш, ЦЕНТРАЛЬНЫЙ",,
1212,1049.0,town,п.Гульшат,5798,"Карагандинская область, г.Балхаш, п.Гульшат",,
1213,1212.0,street,ГУЛЬШАД АМАНГЕЛЬДЫ,87902,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД АМАНГЕЛЬДЫ",,
1214,1212.0,street,ГУЛЬШАД КИРОВА,87903,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД КИРОВА",,
1215,1212.0,street,ГУЛЬШАД ЛЕНИНА,87904,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД ЛЕНИНА",,
1216,1212.0,street,ГУЛЬШАД,86979,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД",,
1217,1212.0,street,ГУЛЬШАД АБАЯ,86980,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД АБАЯ",,
1218,1212.0,street,ГУЛЬШАД ШКОЛЬНАЯ,86983,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД ШКОЛЬНАЯ",,
1219,1212.0,street,ЧУБАР-ТЮБЕК НОВАЯ,86997,"Карагандинская область, г.Балхаш, п.Гульшат, ЧУБАР-ТЮБЕК НОВАЯ",,
1220,1212.0,street,ЧУБАР-ТЮБЕК ЦЕНТРАЛЬНАЯ,86998,"Карагандинская область, г.Балхаш, п.Гульшат, ЧУБАР-ТЮБЕК ЦЕНТРАЛЬНАЯ",,
1221,1212.0,street,БАЛХАШ,86999,"Карагандинская область, г.Балхаш, п.Гульшат, БАЛХАШ",,
1222,1212.0,street,ГУЛЬШАД МИРА,90711,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД МИРА",,
1223,1212.0,street,ул.Караменде би,127231,"Карагандинская область, г.Балхаш, п.Гульшат, ул.Караменде би",,
1224,1212.0,street,пос.Торангылык,127232,"Карагандинская область, г.Балхаш, п.Гульшат, пос.Торангылык",,
1225,1212.0,street,ГУЛЬШАД ФРУНЗЕ,86982,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД ФРУНЗЕ",,
1226,1212.0,street,ЧУБАР-ТЮБЕК,86995,"Карагандинская область, г.Балхаш, п.Гульшат, ЧУБАР-ТЮБЕК",,
1227,1212.0,street,ул.Сейфулина,127233,"Карагандинская область, г.Балхаш, п.Гульшат, ул.Сейфулина",,
1228,1212.0,street,ГУЛЬШАД БИБЛИОТЕЧНАЯ,86981,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД БИБЛИОТЕЧНАЯ",,
1229,1212.0,street,ГУЛЬШАД А-БАТЫРА,90652,"Карагандинская область, г.Балхаш, п.Гульшат, ГУЛЬШАД А-БАТЫРА",,
1230,1212.0,street,ЧУБАР-ТЮБЕК НАБЕРЕЖНАЯ,86996,"Карагандинская область, г.Балхаш, п.Гульшат, ЧУБАР-ТЮБЕК НАБЕРЕЖНАЯ",,
1231,1049.0,town,п.Саяк,5799,"Карагандинская область, г.Балхаш, п.Саяк",,
1232,1231.0,street,САЯК УЛ.БАЛХАШСКАЯ,87905,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.БАЛХАШСКАЯ",,
1233,1231.0,street,САЯК УЛ.СОВЕТСКАЯ,87907,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.СОВЕТСКАЯ",,
1234,1231.0,street,САЯК УЛ.ШКОЛЬНАЯ,87908,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.ШКОЛЬНАЯ",,
1235,1231.0,street,САЯК УЛ.СТЕПНАЯ,87909,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.СТЕПНАЯ",,
1236,1231.0,street,САЯК МПС,87910,"Карагандинская область, г.Балхаш, п.Саяк, САЯК МПС",,
1237,1231.0,street,САЯК СМП,87911,"Карагандинская область, г.Балхаш, п.Саяк, САЯК СМП",,
1238,1231.0,street,САЯК ГРП,87914,"Карагандинская область, г.Балхаш, п.Саяк, САЯК ГРП",,
1239,1231.0,street,САЯК,86990,"Карагандинская область, г.Балхаш, п.Саяк, САЯК",,
1240,1231.0,street,САЯК УЛ.ВОКЗАЛЬНАЯ,87906,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.ВОКЗАЛЬНАЯ",,
1241,1231.0,street,САЯК УЛ.КОСМОНАВТОВ,90738,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.КОСМОНАВТОВ",,
1242,1231.0,street,САЯК УЛ.ЗАПАДНАЯ,87913,"Карагандинская область, г.Балхаш, п.Саяк, САЯК УЛ.ЗАПАДНАЯ",,
1243,1231.0,street,САЯК БУЛЬВАР ГОРНЯКОВ,87912,"Карагандинская область, г.Балхаш, п.Саяк, САЯК БУЛЬВАР ГОРНЯКОВ",,
1244,1.0,district,г.Приозерск,88,"Карагандинская область, г.Приозерск",,
1245,1244.0,town,г.Приозерск,5856,"Карагандинская область, г.Приозерск, г.Приозерск",,
1246,1245.0,street,Шугыла,88013,"Карагандинская область, г.Приозерск, г.Приозерск, Шугыла",,
1247,1245.0,street,Таншолпан,87022,"Карагандинская область, г.Приозерск, г.Приозерск, Таншолпан",,
1248,1245.0,street,ДОРОХОВА,87023,"Карагандинская область, г.Приозерск, г.Приозерск, ДОРОХОВА",,
1249,1245.0,street,HАГОРНАЯ,87025,"Карагандинская область, г.Приозерск, г.Приозерск, HАГОРНАЯ",,
1250,1245.0,street,АБАЯ,87027,"Карагандинская область, г.Приозерск, г.Приозерск, АБАЯ",,
1251,1245.0,street,Бастау,87028,"Карагандинская область, г.Приозерск, г.Приозерск, Бастау",,
1252,1245.0,street,Женис,87029,"Карагандинская область, г.Приозерск, г.Приозерск, Женис",,
1253,1245.0,street,Сарыарка,87030,"Карагандинская область, г.Приозерск, г.Приозерск, Сарыарка",,
1254,1245.0,street,Тумар,87031,"Карагандинская область, г.Приозерск, г.Приозерск, Тумар",,
1255,1245.0,street,ДОСТЫК,87032,"Карагандинская область, г.Приозерск, г.Приозерск, ДОСТЫК",,
1256,1245.0,street,Ынтымак,87034,"Карагандинская область, г.Приозерск, г.Приозерск, Ынтымак",,
1257,1245.0,street,Кокжиек,87035,"Карагандинская область, г.Приозерск, г.Приозерск, Кокжиек",,
1258,1245.0,street,Коржынтубек,87036,"Карагандинская область, г.Приозерск, г.Приозерск, Коржынтубек",,
1259,1245.0,street,Алаш,87037,"Карагандинская область, г.Приозерск, г.Приозерск, Алаш",,
1260,1245.0,street,ПАНФИЛОВА,87039,"Карагандинская область, г.Приозерск, г.Приозерск, ПАНФИЛОВА",,
1261,1245.0,street,Наурыз,87040,"Карагандинская область, г.Приозерск, г.Приозерск, Наурыз",,
1262,1245.0,street,БАУЫРЖАН МОМЫШУЛЫ,87041,"Карагандинская область, г.Приозерск, г.Приозерск, БАУЫРЖАН МОМЫШУЛЫ",,
1263,1245.0,street,Коктениз,87043,"Карагандинская область, г.Приозерск, г.Приозерск, Коктениз",,
1264,1245.0,street,ПУШКИНА,87044,"Карагандинская область, г.Приозерск, г.Приозерск, ПУШКИНА",,
1265,1245.0,street,СОВЕТСКАЯ,87045,"Карагандинская область, г.Приозерск, г.Приозерск, СОВЕТСКАЯ",,
1266,1245.0,street,Бирлик,87046,"Карагандинская область, г.Приозерск, г.Приозерск, Бирлик",,
1267,1245.0,street,ФРУНЗЕ,87048,"Карагандинская область, г.Приозерск, г.Приозерск, ФРУНЗЕ",,
1268,1245.0,street,Тауелсиздик,87049,"Карагандинская область, г.Приозерск, г.Приозерск, Тауелсиздик",,
1269,1245.0,street,РАКЫМЖАН КОШКАРБАЕВ,87050,"Карагандинская область, г.Приозерск, г.Приозерск, РАКЫМЖАН КОШКАРБАЕВ",,
1270,1245.0,street,НЕТ  АДРЕСА,87097,"Карагандинская область, г.Приозерск, г.Приозерск, НЕТ  АДРЕСА",,
1271,1245.0,street,БАЛХАШСКАЯ,88127,"Карагандинская область, г.Приозерск, г.Приозерск, БАЛХАШСКАЯ",,
1272,1245.0,street,Акмамык,90511,"Карагандинская область, г.Приозерск, г.Приозерск, Акмамык",,
1273,1245.0,street,"СОВЕТСКОЙ АРМИИ, ПРИОЗЕРСК (город)",104141,"Карагандинская область, г.Приозерск, г.Приозерск, СОВЕТСКОЙ АРМИИ, ПРИОЗЕРСК (город)",,
1274,1245.0,street,ГВАРДЕЙСКАЯ,87021,"Карагандинская область, г.Приозерск, г.Приозерск, ГВАРДЕЙСКАЯ",,
1275,1245.0,street,ДРУЖБА НАРОДОВ,87024,"Карагандинская область, г.Приозерск, г.Приозерск, ДРУЖБА НАРОДОВ",,
1276,1245.0,street,ЛЕНИНГРАДСКАЯ,87033,"Карагандинская область, г.Приозерск, г.Приозерск, ЛЕНИНГРАДСКАЯ",,
1277,1245.0,street,КИСУНЬКО,90512,"Карагандинская область, г.Приозерск, г.Приозерск, КИСУНЬКО",,
1278,1245.0,street,ОКТЯБРЬСКАЯ,87038,"Карагандинская область, г.Приозерск, г.Приозерск, ОКТЯБРЬСКАЯ",,
1279,1245.0,street,ТРАНСПОРТНАЯ,87047,"Карагандинская область, г.Приозерск, г.Приозерск, ТРАНСПОРТНАЯ",,
1280,1245.0,street,СОРОКОВАЯ ПЛОЩАДКА,90644,"Карагандинская область, г.Приозерск, г.Приозерск, СОРОКОВАЯ ПЛОЩАДКА",,
1281,1245.0,street,Туран,87405,"Карагандинская область, г.Приозерск, г.Приозерск, Туран",,
1282,1245.0,street,АГЫБАЙ - БАТЫР,87400,"Карагандинская область, г.Приозерск, г.Приозерск, АГЫБАЙ - БАТЫР",,
1283,1245.0,street,HОВАЯ,87026,"Карагандинская область, г.Приозерск, г.Приозерск, HОВАЯ",,
1284,1245.0,street,Байтерек,87042,"Карагандинская область, г.Приозерск, г.Приозерск, Байтерек",,
1285,1245.0,street,КОСМОНАВТОВ,90716,"Карагандинская область, г.Приозерск, г.Приозерск, КОСМОНАВТОВ",,
1286,1245.0,street,ГРАНИТНЫЙ,87404,"Карагандинская область, г.Приозерск, г.Приозерск, ГРАНИТНЫЙ",,
1287,1245.0,street,ТАСАРАЛ,90653,"Карагандинская область, г.Приозерск, г.Приозерск, ТАСАРАЛ",,
1288,1245.0,street,САРЫ-ШАГАН,87409,"Карагандинская область, г.Приозерск, г.Приозерск, САРЫ-ШАГАН",,
1289,1.0,district,г.Сарань,89,"Карагандинская область, г.Сарань",,
1290,1289.0,town,п.Актас,5858,"Карагандинская область, г.Сарань, п.Актас",,
1291,1290.0,street,ШЕВЦОВОЙ,86795,"Карагандинская область, г.Сарань, п.Актас, ШЕВЦОВОЙ",,
1292,1290.0,street,САРАТОВСКИЙ,87118,"Карагандинская область, г.Сарань, п.Актас, САРАТОВСКИЙ",,
1293,1290.0,street,1 ГРАЖДАНСКИЙ,88488,"Карагандинская область, г.Сарань, п.Актас, 1 ГРАЖДАНСКИЙ",,
1294,1290.0,street,2 ГРАЖДАНСКИЙ,89938,"Карагандинская область, г.Сарань, п.Актас, 2 ГРАЖДАНСКИЙ",,
1295,1290.0,street,БАТУМСКИЙ,89940,"Карагандинская область, г.Сарань, п.Актас, БАТУМСКИЙ",,
1296,1290.0,street,ГРОМОВОЙ,89943,"Карагандинская область, г.Сарань, п.Актас, ГРОМОВОЙ",,
1297,1290.0,street,КОВЫЛЬНЫЙ,89428,"Карагандинская область, г.Сарань, п.Актас, КОВЫЛЬНЫЙ",,
1298,1290.0,street,ГАСТЕЛЛО,87119,"Карагандинская область, г.Сарань, п.Актас, ГАСТЕЛЛО",,
1299,1290.0,street,ТУПИК КОВЫЛЬНЫЙ,87120,"Карагандинская область, г.Сарань, п.Актас, ТУПИК КОВЫЛЬНЫЙ",,
1300,1290.0,street,АКТАС В/Ч 44803,88934,"Карагандинская область, г.Сарань, п.Актас, АКТАС В/Ч 44803",,
1301,1290.0,street,ЛЕНИНГРАДСКАЯ,88945,"Карагандинская область, г.Сарань, п.Актас, ЛЕНИНГРАДСКАЯ",,
1302,1290.0,street,ГРАЖДАНСКАЯ,88494,"Карагандинская область, г.Сарань, п.Актас, ГРАЖДАНСКАЯ",,
1303,1290.0,street,КОВЫЛЬНАЯ,89947,"Карагандинская область, г.Сарань, п.Актас, КОВЫЛЬНАЯ",,
1304,1290.0,street,ПЕРВОМАЙСКАЯ,89953,"Карагандинская область, г.Сарань, п.Актас, ПЕРВОМАЙСКАЯ",,
1305,1290.0,street,ТРАНСПОРТНАЯ,89958,"Карагандинская область, г.Сарань, п.Актас, ТРАНСПОРТНАЯ",,
1306,1290.0,street,8 МАРТА,89420,"Карагандинская область, г.Сарань, п.Актас, 8 МАРТА",,
1307,1290.0,street,ГОРОДСКАЯ,89424,"Карагандинская область, г.Сарань, п.Актас, ГОРОДСКАЯ",,
1308,1290.0,street,САРАТОВСКАЯ,89437,"Карагандинская область, г.Сарань, п.Актас, САРАТОВСКАЯ",,
1309,1290.0,street,ЧАЙКОВСКОГО,89441,"Карагандинская область, г.Сарань, п.Актас, ЧАЙКОВСКОГО",,
1310,1290.0,street,ЛИХАЧЕВА,90685,"Карагандинская область, г.Сарань, п.Актас, ЛИХАЧЕВА",,
1311,1290.0,street,БОРОДИНА,86774,"Карагандинская область, г.Сарань, п.Актас, БОРОДИНА",,
1312,1290.0,street,ПРИВОЛЬНАЯ,88505,"Карагандинская область, г.Сарань, п.Актас, ПРИВОЛЬНАЯ",,
1313,1290.0,street,КОСМИЧЕСКАЯ,89429,"Карагандинская область, г.Сарань, п.Актас, КОСМИЧЕСКАЯ",,
1314,1290.0,street,КРЖИЖАНОВСКОГО,88500,"Карагандинская область, г.Сарань, п.Актас, КРЖИЖАНОВСКОГО",,
1315,1290.0,street,1,89418,"Карагандинская область, г.Сарань, п.Актас, 1",,
1316,1289.0,town,г.Сарань,5857,"Карагандинская область, г.Сарань, г.Сарань",,
1317,1316.0,street,ПРОСТОРНЫЙ,86788,"Карагандинская область, г.Сарань, г.Сарань, ПРОСТОРНЫЙ",,
1318,1316.0,street,САДОВЫЙ,86789,"Карагандинская область, г.Сарань, г.Сарань, САДОВЫЙ",,
1319,1316.0,street,СЕВЕРНЫЙ,86790,"Карагандинская область, г.Сарань, г.Сарань, СЕВЕРНЫЙ",,
1320,1316.0,street,МЕЖКВАРТАЛЬНЫЙ,90473,"Карагандинская область, г.Сарань, г.Сарань, МЕЖКВАРТАЛЬНЫЙ",,
1321,1316.0,street,БЕЗЫМЯННЫЙ,88491,"Карагандинская область, г.Сарань, г.Сарань, БЕЗЫМЯННЫЙ",,
1322,1316.0,street,ВОЛЫНСКИЙ,88493,"Карагандинская область, г.Сарань, г.Сарань, ВОЛЫНСКИЙ",,
1323,1316.0,street,ЗАПАДНЫЙ,88496,"Карагандинская область, г.Сарань, г.Сарань, ЗАПАДНЫЙ",,
1324,1316.0,street,ОЗЕРНЫЙ,89952,"Карагандинская область, г.Сарань, г.Сарань, ОЗЕРНЫЙ",,
1325,1316.0,street,ПЕРВЫЙ,88504,"Карагандинская область, г.Сарань, г.Сарань, ПЕРВЫЙ",,
1326,1316.0,street,СРЕДНИЙ,88508,"Карагандинская область, г.Сарань, г.Сарань, СРЕДНИЙ",,
1327,1316.0,street,ВОДОКАНАЛЬНЫЙ,89423,"Карагандинская область, г.Сарань, г.Сарань, ВОДОКАНАЛЬНЫЙ",,
1328,1316.0,street,Асфальтный,110970,"Карагандинская область, г.Сарань, г.Сарань, Асфальтный",,
1329,1316.0,street,КРАЙНИЙ,86782,"Карагандинская область, г.Сарань, г.Сарань, КРАЙНИЙ",,
1330,1316.0,street,БОЛЬНИЧНЫЙ,88935,"Карагандинская область, г.Сарань, г.Сарань, БОЛЬНИЧНЫЙ",,
1331,1316.0,street,СТРОИТЕЛЬНЫЙ,88509,"Карагандинская область, г.Сарань, г.Сарань, СТРОИТЕЛЬНЫЙ",,
1332,1316.0,street,АМУРСКАЯ,86773,"Карагандинская область, г.Сарань, г.Сарань, АМУРСКАЯ",,
1333,1316.0,street,ВЕСЕЛАЯ,86775,"Карагандинская область, г.Сарань, г.Сарань, ВЕСЕЛАЯ",,
1334,1316.0,street,ГОГОЛЯ,86776,"Карагандинская область, г.Сарань, г.Сарань, ГОГОЛЯ",,
1335,1316.0,street,ДРУЖБЫ,86777,"Карагандинская область, г.Сарань, г.Сарань, ДРУЖБЫ",,
1336,1316.0,street,КАПИТАЛЬНАЯ,86779,"Карагандинская область, г.Сарань, г.Сарань, КАПИТАЛЬНАЯ",,
1337,1316.0,street,КЛАРЫ ЦЕТКИН,86780,"Карагандинская область, г.Сарань, г.Сарань, КЛАРЫ ЦЕТКИН",,
1338,1316.0,street,КОМИНТЕРНА,86781,"Карагандинская область, г.Сарань, г.Сарань, КОМИНТЕРНА",,
1339,1316.0,street,КУЗНЕЦКАЯ,86783,"Карагандинская область, г.Сарань, г.Сарань, КУЗНЕЦКАЯ",,
1340,1316.0,street,МИРА,86784,"Карагандинская область, г.Сарань, г.Сарань, МИРА",,
1341,1316.0,street,ОГОРОДНАЯ,86785,"Карагандинская область, г.Сарань, г.Сарань, ОГОРОДНАЯ",,
1342,1316.0,street,ТЕМИРЯЗЕВА,86791,"Карагандинская область, г.Сарань, г.Сарань, ТЕМИРЯЗЕВА",,
1343,1316.0,street,ХИМИКОВ,86793,"Карагандинская область, г.Сарань, г.Сарань, ХИМИКОВ",,
1344,1316.0,street,ЧКАЛОВА,86794,"Карагандинская область, г.Сарань, г.Сарань, ЧКАЛОВА",,
1345,1316.0,street,ГОРЬКОГО,88011,"Карагандинская область, г.Сарань, г.Сарань, ГОРЬКОГО",,
1346,1316.0,street,ИБАРУРРИ,90555,"Карагандинская область, г.Сарань, г.Сарань, ИБАРУРРИ",,
1347,1316.0,street,ФУРМАНОВА,87103,"Карагандинская область, г.Сарань, г.Сарань, ФУРМАНОВА",,
1348,1316.0,street,КАЗАХСТАНСКАЯ,87109,"Карагандинская область, г.Сарань, г.Сарань, КАЗАХСТАНСКАЯ",,
1349,1316.0,street,ЛЕРМОНТОВА,87111,"Карагандинская область, г.Сарань, г.Сарань, ЛЕРМОНТОВА",,
1350,1316.0,street,РАСКОВОЙ,87113,"Карагандинская область, г.Сарань, г.Сарань, РАСКОВОЙ",,
1351,1316.0,street,УШАКОВА,87115,"Карагандинская область, г.Сарань, г.Сарань, УШАКОВА",,
1352,1316.0,street,МАЯКОВСКОГО,88105,"Карагандинская область, г.Сарань, г.Сарань, МАЯКОВСКОГО",,
1353,1316.0,street,ОСТРОВСКОГО,88106,"Карагандинская область, г.Сарань, г.Сарань, ОСТРОВСКОГО",,
1354,1316.0,street,НОВАЯ,88108,"Карагандинская область, г.Сарань, г.Сарань, НОВАЯ",,
1355,1316.0,street,АРЫЧНАЯ,88109,"Карагандинская область, г.Сарань, г.Сарань, АРЫЧНАЯ",,
1356,1316.0,street,КРАСИНА,88111,"Карагандинская область, г.Сарань, г.Сарань, КРАСИНА",,
1357,1316.0,street,ЦПП-2,90643,"Карагандинская область, г.Сарань, г.Сарань, ЦПП-2",,
1358,1316.0,street,ВАХТЕРСКАЯ,88936,"Карагандинская область, г.Сарань, г.Сарань, ВАХТЕРСКАЯ",,
1359,1316.0,street,ДОКОВСКАЯ,88939,"Карагандинская область, г.Сарань, г.Сарань, ДОКОВСКАЯ",,
1360,1316.0,street,КИРОВА,88941,"Карагандинская область, г.Сарань, г.Сарань, КИРОВА",,
1361,1316.0,street,КОМАРОВА,88942,"Карагандинская область, г.Сарань, г.Сарань, КОМАРОВА",,
1362,1316.0,street,МЕНДЕЛЕЕВА,88946,"Карагандинская область, г.Сарань, г.Сарань, МЕНДЕЛЕЕВА",,
1363,1316.0,street,НЬЮТОНА,88947,"Карагандинская область, г.Сарань, г.Сарань, НЬЮТОНА",,
1364,1316.0,street,ПИРОГОВА,88948,"Карагандинская область, г.Сарань, г.Сарань, ПИРОГОВА",,
1365,1316.0,street,СТАДИОННАЯ,88952,"Карагандинская область, г.Сарань, г.Сарань, СТАДИОННАЯ",,
1366,1316.0,street,ЧЕРНЯХОВСКОГО,88955,"Карагандинская область, г.Сарань, г.Сарань, ЧЕРНЯХОВСКОГО",,
1367,1316.0,street,ЮЖНАЯ,88957,"Карагандинская область, г.Сарань, г.Сарань, ЮЖНАЯ",,
1368,1316.0,street,3 ПРОМЗОНА РТИ,90472,"Карагандинская область, г.Сарань, г.Сарань, 3 ПРОМЗОНА РТИ",,
1369,1316.0,street,АСФАЛЬТНАЯ,90519,"Карагандинская область, г.Сарань, г.Сарань, АСФАЛЬТНАЯ",,
1370,1316.0,street,МОРОЗОВА,89071,"Карагандинская область, г.Сарань, г.Сарань, МОРОЗОВА",,
1371,1316.0,street,КУЖАНОВА,89074,"Карагандинская область, г.Сарань, г.Сарань, КУЖАНОВА",,
1372,1316.0,street,ЗИМИНОЙ,89075,"Карагандинская область, г.Сарань, г.Сарань, ЗИМИНОЙ",,
1373,1316.0,street,ШОССЕЙНАЯ,89077,"Карагандинская область, г.Сарань, г.Сарань, ШОССЕЙНАЯ",,
1374,1316.0,street,РАЗВЕДЧИКОВ,89078,"Карагандинская область, г.Сарань, г.Сарань, РАЗВЕДЧИКОВ",,
1375,1316.0,street,ИНДУСТРИАЛЬНАЯ,89082,"Карагандинская область, г.Сарань, г.Сарань, ИНДУСТРИАЛЬНАЯ",,
1376,1316.0,street,ДУБОВСКАЯ,87380,"Карагандинская область, г.Сарань, г.Сарань, ДУБОВСКАЯ",,
1377,1316.0,street,КРЫЛОВА,87381,"Карагандинская область, г.Сарань, г.Сарань, КРЫЛОВА",,
1378,1316.0,street,НЕКРАСОВА,87382,"Карагандинская область, г.Сарань, г.Сарань, НЕКРАСОВА",,
1379,1316.0,street,НУРКЕНА,87383,"Карагандинская область, г.Сарань, г.Сарань, НУРКЕНА",,
1380,1316.0,street,ПАНФИЛОВА,87384,"Карагандинская область, г.Сарань, г.Сарань, ПАНФИЛОВА",,
1381,1316.0,street,ПРОТОЧНАЯ,87385,"Карагандинская область, г.Сарань, г.Сарань, ПРОТОЧНАЯ",,
1382,1316.0,street,ПУШКИНА,87386,"Карагандинская область, г.Сарань, г.Сарань, ПУШКИНА",,
1383,1316.0,street,СПОРТИВНАЯ,87387,"Карагандинская область, г.Сарань, г.Сарань, СПОРТИВНАЯ",,
1384,1316.0,street,ЧАПАЕВА,87388,"Карагандинская область, г.Сарань, г.Сарань, ЧАПАЕВА",,
1385,1316.0,street,АБАЯ,88490,"Карагандинская область, г.Сарань, г.Сарань, АБАЯ",,
1386,1316.0,street,ВАТУТИНА,88492,"Карагандинская область, г.Сарань, г.Сарань, ВАТУТИНА",,
1387,1316.0,street,ДОВЖЕНКО,88495,"Карагандинская область, г.Сарань, г.Сарань, ДОВЖЕНКО",,
1388,1316.0,street,КИЕВСКАЯ,88497,"Карагандинская область, г.Сарань, г.Сарань, КИЕВСКАЯ",,
1389,1316.0,street,КОЛЬЦЕВАЯ,88498,"Карагандинская область, г.Сарань, г.Сарань, КОЛЬЦЕВАЯ",,
1390,1316.0,street,КОТОВСКОГО,88499,"Карагандинская область, г.Сарань, г.Сарань, КОТОВСКОГО",,
1391,1316.0,street,111,89937,"Карагандинская область, г.Сарань, г.Сарань, 111",,
1392,1316.0,street,КАРАГАНДИНСКАЯ,89946,"Карагандинская область, г.Сарань, г.Сарань, КАРАГАНДИНСКАЯ",,
1393,1316.0,street,КРАЙНЯЯ,89948,"Карагандинская область, г.Сарань, г.Сарань, КРАЙНЯЯ",,
1394,1316.0,street,ЛУГОВАЯ,89950,"Карагандинская область, г.Сарань, г.Сарань, ЛУГОВАЯ",,
1395,1316.0,street,МОЛОДЕЖНАЯ,89951,"Карагандинская область, г.Сарань, г.Сарань, МОЛОДЕЖНАЯ",,
1396,1316.0,street,ПОБЕДЫ,89954,"Карагандинская область, г.Сарань, г.Сарань, ПОБЕДЫ",,
1397,1316.0,street,РАБОЧАЯ,89955,"Карагандинская область, г.Сарань, г.Сарань, РАБОЧАЯ",,
1398,1316.0,street,САРАНСКАЯ,89956,"Карагандинская область, г.Сарань, г.Сарань, САРАНСКАЯ",,
1399,1316.0,street,СТЕПНАЯ,89957,"Карагандинская область, г.Сарань, г.Сарань, СТЕПНАЯ",,
1400,1316.0,street,ЧУДЕСНАЯ,89961,"Карагандинская область, г.Сарань, г.Сарань, ЧУДЕСНАЯ",,
1401,1316.0,street,ШМИДТА,89962,"Карагандинская область, г.Сарань, г.Сарань, ШМИДТА",,
1402,1316.0,street,МАТРОСОВА,88502,"Карагандинская область, г.Сарань, г.Сарань, МАТРОСОВА",,
1403,1316.0,street,НАБЕРЕЖНАЯ,88503,"Карагандинская область, г.Сарань, г.Сарань, НАБЕРЕЖНАЯ",,
1404,1316.0,street,РОКОССОВСКОГО,88506,"Карагандинская область, г.Сарань, г.Сарань, РОКОССОВСКОГО",,
1405,1316.0,street,СВЕРДЛОВА,88507,"Карагандинская область, г.Сарань, г.Сарань, СВЕРДЛОВА",,
1406,1316.0,street,ТРУДОВАЯ,88510,"Карагандинская область, г.Сарань, г.Сарань, ТРУДОВАЯ",,
1407,1316.0,street,ЧЕЛЮСКИНА,88511,"Карагандинская область, г.Сарань, г.Сарань, ЧЕЛЮСКИНА",,
1408,1316.0,street,2-Я ФУРМАНОВА,89419,"Карагандинская область, г.Сарань, г.Сарань, 2-Я ФУРМАНОВА",,
1409,1316.0,street,БЕЗЫМЯННАЯ,89421,"Карагандинская область, г.Сарань, г.Сарань, БЕЗЫМЯННАЯ",,
1410,1316.0,street,БУЛЬВАРНЫЙ,89422,"Карагандинская область, г.Сарань, г.Сарань, БУЛЬВАРНЫЙ",,
1411,1316.0,street,КАЗАХСКАЯ,89426,"Карагандинская область, г.Сарань, г.Сарань, КАЗАХСКАЯ",,
1412,1316.0,street,КРАСНОАРМЕЙСКАЯ,89430,"Карагандинская область, г.Сарань, г.Сарань, КРАСНОАРМЕЙСКАЯ",,
1413,1316.0,street,ЛАЗО,89431,"Карагандинская область, г.Сарань, г.Сарань, ЛАЗО",,
1414,1316.0,street,МОСКОВСКАЯ,89432,"Карагандинская область, г.Сарань, г.Сарань, МОСКОВСКАЯ",,
1415,1316.0,street,ОКТЯБРЬСКАЯ,89433,"Карагандинская область, г.Сарань, г.Сарань, ОКТЯБРЬСКАЯ",,
1416,1316.0,street,ПОГРАНИЧНАЯ,89435,"Карагандинская область, г.Сарань, г.Сарань, ПОГРАНИЧНАЯ",,
1417,1316.0,street,ТРУДА,89439,"Карагандинская область, г.Сарань, г.Сарань, ТРУДА",,
1418,1316.0,street,ФАБРИЧНАЯ,89440,"Карагандинская область, г.Сарань, г.Сарань, ФАБРИЧНАЯ",,
1419,1316.0,street,ЩОРСА,89443,"Карагандинская область, г.Сарань, г.Сарань, ЩОРСА",,
1420,1316.0,street,ЮЖНАЯ ПРОМЗОНА,90118,"Карагандинская область, г.Сарань, г.Сарань, ЮЖНАЯ ПРОМЗОНА",,
1421,1316.0,street,АРБАТСКАЯ,90131,"Карагандинская область, г.Сарань, г.Сарань, АРБАТСКАЯ",,
1422,1316.0,street,МАРЕСЬЕВА,87789,"Карагандинская область, г.Сарань, г.Сарань, МАРЕСЬЕВА",,
