id,original_id,name,path,type,parent_id
1,1,Карагандинская область,Карагандинская область,region,
2,84,г.Караганда,Карагандинская область > г.Караганда,district,1.0
3,5792,г.Караганда,Карагандинская область > г.Караганда > г.Караганда,town,2.0
4,88766,99АРХИВ_731,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_731,street,3.0
5,88086,737,Карагандинская область > г.Караганда > г.Караганда > 737,street,3.0
6,88089,99АРХИВ_727,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_727,street,3.0
7,88999,721,Карагандинская область > г.Караганда > г.Караганда > 721,street,3.0
8,89777,99АРХИВ_724,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_724,street,3.0
9,89240,711,Карагандинская область > г.Караганда > г.Караганда > 711,street,3.0
10,88600,99АРХИВ_735,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_735,street,3.0
11,95792,"1, ул. Муканова","Карагандинская область > г.Караганда > г.Караганда > 1, ул. Муканова",street,3.0
12,95793,"55, ул. Муканова","Карагандинская область > г.Караганда > г.Караганда > 55, ул. Муканова",street,3.0
13,106936,"43, ул. Муканова","Карагандинская область > г.Караганда > г.Караганда > 43, ул. Муканова",street,3.0
14,86496,КВАРТАЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КВАРТАЛЬНЫЙ,street,3.0
15,86497,КОПЕРНИКА,Карагандинская область > г.Караганда > г.Караганда > КОПЕРНИКА,street,3.0
16,86498,КУЗНЕЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КУЗНЕЧНЫЙ,street,3.0
17,86537,ПРОТОЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ПРОТОЧНЫЙ,street,3.0
18,86538,ПУТЕВОЙ,Карагандинская область > г.Караганда > г.Караганда > ПУТЕВОЙ,street,3.0
19,86548,РЫЛЕЕВА,Карагандинская область > г.Караганда > г.Караганда > РЫЛЕЕВА,street,3.0
20,86570,99АРХИВ_УГОЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_УГОЛЬНЫЙ,street,3.0
21,86572,УРАНОВЫЙ,Карагандинская область > г.Караганда > г.Караганда > УРАНОВЫЙ,street,3.0
22,86580,99АРХИВ_ЧАЙКОВСКОГО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЧАЙКОВСКОГО,street,3.0
23,86596,АВАНГАРДНЫЙ,Карагандинская область > г.Караганда > г.Караганда > АВАНГАРДНЫЙ,street,3.0
24,86599,РЯДОВОЙ,Карагандинская область > г.Караганда > г.Караганда > РЯДОВОЙ,street,3.0
25,86603,ЧУСОВСКОЙ,Карагандинская область > г.Караганда > г.Караганда > ЧУСОВСКОЙ,street,3.0
26,86609,99АРХИВ_САНТЕХНИЧЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_САНТЕХНИЧЕСКИЙ,street,3.0
27,86460,ВОЛЖСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ВОЛЖСКИЙ,street,3.0
28,86468,ДОБРОВОЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ДОБРОВОЛЬНЫЙ,street,3.0
29,86471,99АРХИВ_ДАЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ДАЧНЫЙ,street,3.0
30,86480,ИНЕРТНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ИНЕРТНЫЙ,street,3.0
31,86481,КАМСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КАМСКИЙ,street,3.0
32,86482,КАРАБАССКИЙ,Карагандинская область > г.Караганда > г.Караганда > КАРАБАССКИЙ,street,3.0
33,88729,ТОПАРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ТОПАРСКИЙ,street,3.0
34,88736,УЧЕНИЧЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > УЧЕНИЧЕСКИЙ,street,3.0
35,88737,99АРХИВ_УДАРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_УДАРНЫЙ,street,3.0
36,88768,АКМОЛИНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > АКМОЛИНСКИЙ,street,3.0
37,88769,АКСАЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > АКСАЙСКИЙ,street,3.0
38,89481,КАПЧАГАЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КАПЧАГАЙСКИЙ,street,3.0
39,89486,ЗЕЛЕНЫЙ 5,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 5,street,3.0
40,89617,99АРХИВ_БАЛТИЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_БАЛТИЙСКИЙ,street,3.0
41,89623,БРАТСКИЙ,Карагандинская область > г.Караганда > г.Караганда > БРАТСКИЙ,street,3.0
42,89534,ЗАСЛОНОВА,Карагандинская область > г.Караганда > г.Караганда > ЗАСЛОНОВА,street,3.0
43,86835,ЗЕЛЕНЫЙ 3,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 3,street,3.0
44,89635,ГЕОЛОГИЧЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ГЕОЛОГИЧЕСКИЙ,street,3.0
45,89639,ДОНСКОЙ,Карагандинская область > г.Караганда > г.Караганда > ДОНСКОЙ,street,3.0
46,89642,ЕСИЛЬСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ЕСИЛЬСКИЙ,street,3.0
47,89666,КИСЛОРОДНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КИСЛОРОДНЫЙ,street,3.0
48,89671,ЛИПЕЦКИЙ,Карагандинская область > г.Караганда > г.Караганда > ЛИПЕЦКИЙ,street,3.0
49,89679,99АРХИВ_МЕЛЬНИЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МЕЛЬНИЧНЫЙ,street,3.0
50,86841,ШУШЕНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ШУШЕНСКИЙ,street,3.0
51,88051,АРХИТЕКТУРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > АРХИТЕКТУРНЫЙ,street,3.0
52,88898,МИРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > МИРНЫЙ,street,3.0
53,88165,99АРХИВ_БОЛЬШОЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_БОЛЬШОЙ,street,3.0
54,88171,ВЕСЕННИЙ,Карагандинская область > г.Караганда > г.Караганда > ВЕСЕННИЙ,street,3.0
55,88189,ИЗЫСКАТЕЛЬСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ИЗЫСКАТЕЛЬСКИЙ,street,3.0
56,90509,СУВОРОВА А.,Карагандинская область > г.Караганда > г.Караганда > СУВОРОВА А.,street,3.0
57,88208,99АРХИВ_КОЛХОЗНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КОЛХОЗНЫЙ,street,3.0
58,88209,КРАСНОДАРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КРАСНОДАРСКИЙ,street,3.0
59,88227,МУЗЕЙНЫЙ,Карагандинская область > г.Караганда > г.Караганда > МУЗЕЙНЫЙ,street,3.0
60,88249,ПРОЕКТНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ПРОЕКТНЫЙ,street,3.0
61,88992,ОНЕЖСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ОНЕЖСКИЙ,street,3.0
62,88995,ЗЕЛЕНЫЙ 2,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 2,street,3.0
63,88996,ЗЕЛЕНЫЙ 8,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 8,street,3.0
64,89685,МРАМОРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > МРАМОРНЫЙ,street,3.0
65,89690,НЕВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > НЕВСКИЙ,street,3.0
66,89696,Оршанский,Карагандинская область > г.Караганда > г.Караганда > Оршанский,street,3.0
67,89710,РАДИО,Карагандинская область > г.Караганда > г.Караганда > РАДИО,street,3.0
68,89723,СЕЛЬСКИЙ,Карагандинская область > г.Караганда > г.Караганда > СЕЛЬСКИЙ,street,3.0
69,88258,РЯЖСКИЙ,Карагандинская область > г.Караганда > г.Караганда > РЯЖСКИЙ,street,3.0
70,88265,99АРХИВ_СИРЕНЕВЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СИРЕНЕВЫЙ,street,3.0
71,88272,СТАРТОВЫЙ,Карагандинская область > г.Караганда > г.Караганда > СТАРТОВЫЙ,street,3.0
72,88273,99АРХИВ_СЫЗРАНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СЫЗРАНСКИЙ,street,3.0
73,88274,ТВЕРСКОЙ,Карагандинская область > г.Караганда > г.Караганда > ТВЕРСКОЙ,street,3.0
74,88277,ТОВАРИЩЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ТОВАРИЩЕСКИЙ,street,3.0
75,88284,УТРЕННИЙ,Карагандинская область > г.Караганда > г.Караганда > УТРЕННИЙ,street,3.0
76,88287,99АРХИВ_ФУЧИКА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ФУЧИКА,street,3.0
77,88288,ХОРОВОЙ,Карагандинская область > г.Караганда > г.Караганда > ХОРОВОЙ,street,3.0
78,89741,УЛАНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > УЛАНСКИЙ,street,3.0
79,89746,ХВОЙНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ХВОЙНЫЙ,street,3.0
80,89749,ЦЕНТРАЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ЦЕНТРАЛЬНЫЙ,street,3.0
81,89775,ЖЕМЧУЖНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ЖЕМЧУЖНЫЙ,street,3.0
82,87403,ЭНТУЗИАСТОВ,Карагандинская область > г.Караганда > г.Караганда > ЭНТУЗИАСТОВ,street,3.0
83,88311,СМЕЛЫЙ,Карагандинская область > г.Караганда > г.Караганда > СМЕЛЫЙ,street,3.0
84,88314,ЛИТОВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ЛИТОВСКИЙ,street,3.0
85,88316,АВРОРА,Карагандинская область > г.Караганда > г.Караганда > АВРОРА,street,3.0
86,89100,БЕРЕГОВОЙ,Карагандинская область > г.Караганда > г.Караганда > БЕРЕГОВОЙ,street,3.0
87,89103,БУЛЬВАРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > БУЛЬВАРНЫЙ,street,3.0
88,89104,БИЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > БИЙСКИЙ,street,3.0
89,89122,99АРХИВ_ДОРОЖНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ДОРОЖНЫЙ,street,3.0
90,89128,99АРХИВ_ЗЕЛЕНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЗЕЛЕНЫЙ,street,3.0
91,89135,КИРПИЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КИРПИЧНЫЙ,street,3.0
92,89136,99АРХИВ_КОКЧЕТАВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КОКЧЕТАВСКИЙ,street,3.0
93,89146,КУСТАНАЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КУСТАНАЙСКИЙ,street,3.0
94,89147,КООПЕРАТИВНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КООПЕРАТИВНЫЙ,street,3.0
95,89148,КОШЕВОГО,Карагандинская область > г.Караганда > г.Караганда > КОШЕВОГО,street,3.0
96,89151,ЛЕСНОЙ,Карагандинская область > г.Караганда > г.Караганда > ЛЕСНОЙ,street,3.0
97,89177,ОЧЕРЕДНОЙ,Карагандинская область > г.Караганда > г.Караганда > ОЧЕРЕДНОЙ,street,3.0
98,89205,СКВОЗНОЙ,Карагандинская область > г.Караганда > г.Караганда > СКВОЗНОЙ,street,3.0
99,89220,ТЮЛЕНИНА,Карагандинская область > г.Караганда > г.Караганда > ТЮЛЕНИНА,street,3.0
100,89227,ХИМИЧЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ХИМИЧЕСКИЙ,street,3.0
101,89229,ЦВЕТОЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ЦВЕТОЧНЫЙ,street,3.0
102,88552,ЗЕЛЕНЫЙ 1,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 1,street,3.0
103,88553,ЗЕЛЕНЫЙ 6,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 6,street,3.0
104,88557,99АРХИВ_БАГРИЦКОГО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_БАГРИЦКОГО,street,3.0
105,90002,ЗЕЛЕНЫЙ 4,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 4,street,3.0
106,90007,ЗЕЛЕНЫЙ 7,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 7,street,3.0
107,90052,ЛАЗАРЕВЫЙ,Карагандинская область > г.Караганда > г.Караганда > ЛАЗАРЕВЫЙ,street,3.0
108,88603,АЛМАЗНЫЙ,Карагандинская область > г.Караганда > г.Караганда > АЛМАЗНЫЙ,street,3.0
109,88611,БАТУМСКИЙ,Карагандинская область > г.Караганда > г.Караганда > БАТУМСКИЙ,street,3.0
110,88623,Вишневского,Карагандинская область > г.Караганда > г.Караганда > Вишневского,street,3.0
111,88628,ГУРЬЕВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ГУРЬЕВСКИЙ,street,3.0
112,88634,99АРХИВ_ДАЛЬНИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ДАЛЬНИЙ,street,3.0
113,88654,КРАСЮКОВА,Карагандинская область > г.Караганда > г.Караганда > КРАСЮКОВА,street,3.0
114,88659,КАЛЕНДАРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КАЛЕНДАРНЫЙ,street,3.0
115,88660,КОЛЬСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КОЛЬСКИЙ,street,3.0
116,88661,99АРХИВ_КРИВОЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КРИВОЙ,street,3.0
117,87763,ЗЕЛЕНЫЙ 10,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 10,street,3.0
118,88675,МОДЕЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > МОДЕЛЬНЫЙ,street,3.0
119,88679,МАРШАКА,Карагандинская область > г.Караганда > г.Караганда > МАРШАКА,street,3.0
120,88683,Норильский,Карагандинская область > г.Караганда > г.Караганда > Норильский,street,3.0
121,88689,ОБЩЕСТВЕННЫЙ,Карагандинская область > г.Караганда > г.Караганда > ОБЩЕСТВЕННЫЙ,street,3.0
122,88701,ПРОЛЕТАРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ПРОЛЕТАРСКИЙ,street,3.0
123,88704,99АРХИВ_РАКЕТНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РАКЕТНЫЙ,street,3.0
124,88707,РЕМЕСЛЕННЫЙ,Карагандинская область > г.Караганда > г.Караганда > РЕМЕСЛЕННЫЙ,street,3.0
125,88709,99АРХИВ_РУДНИЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РУДНИЧНЫЙ,street,3.0
126,88714,СВОБОДНЫЙ,Карагандинская область > г.Караганда > г.Караганда > СВОБОДНЫЙ,street,3.0
127,89491,ЗЕЛЕНЫЙ 9,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 9,street,3.0
128,90294,999_СОВЕТСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 999_СОВЕТСКИЙ,street,3.0
129,86453,БУЛАВИНА,Карагандинская область > г.Караганда > г.Караганда > БУЛАВИНА,street,3.0
130,86459,ВЫБОРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ВЫБОРНЫЙ,street,3.0
131,88702,Плотничный,Карагандинская область > г.Караганда > г.Караганда > Плотничный,street,3.0
132,88717,99АРХИВ_СМЕННЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СМЕННЫЙ,street,3.0
133,89772,99АРХИВ_АЛТАЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_АЛТАЙСКИЙ,street,3.0
134,89762,ЯБЛОЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ЯБЛОЧНЫЙ,street,3.0
135,89125,99АРХИВ_ЖУКОВСКОГО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЖУКОВСКОГО,street,3.0
136,87462,99АРХИВ_КАРЛА ЛИБКНЕХТА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КАРЛА ЛИБКНЕХТА,street,3.0
137,88711,РУБЦОВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > РУБЦОВСКИЙ,street,3.0
138,86601,АЧИНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > АЧИНСКИЙ,street,3.0
139,88198,Кольцевой,Карагандинская область > г.Караганда > г.Караганда > Кольцевой,street,3.0
140,88710,999_РУЛЕВОЙ,Карагандинская область > г.Караганда > г.Караганда > 999_РУЛЕВОЙ,street,3.0
141,88641,99АРХИВ_ИЛИЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ИЛИЙСКИЙ,street,3.0
142,88662,КОНТОРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КОНТОРСКИЙ,street,3.0
143,88708,99АРХИВ_РОЗОВЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РОЗОВЫЙ,street,3.0
144,88718,99АРХИВ_СОВЕТСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СОВЕТСКИЙ,street,3.0
145,88764,УНИВЕРСИТЕТСКИЙ,Карагандинская область > г.Караганда > г.Караганда > УНИВЕРСИТЕТСКИЙ,street,3.0
146,88052,ПАНОРАМНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ПАНОРАМНЫЙ,street,3.0
147,89235,99АРХИВ_ШИРШОВА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ШИРШОВА,street,3.0
148,86484,ЕРУБАЕВА,Карагандинская область > г.Караганда > г.Караганда > ЕРУБАЕВА,street,3.0
149,86485,99АРХИВ_КЛУБНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КЛУБНАЯ,street,3.0
150,86488,КОНСТРУКТОРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > КОНСТРУКТОРСКАЯ,street,3.0
151,86489,КОРОЛЕНКО,Карагандинская область > г.Караганда > г.Караганда > КОРОЛЕНКО,street,3.0
152,86490,КОЦЮБИНСКОГО,Карагандинская область > г.Караганда > г.Караганда > КОЦЮБИНСКОГО,street,3.0
153,86492,99АРХИВ_КРИВОРОЖСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КРИВОРОЖСКАЯ,street,3.0
154,86493,КРЫЛОВА,Карагандинская область > г.Караганда > г.Караганда > КРЫЛОВА,street,3.0
155,86499,99АРХИВ_ЛАЗУРНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЛАЗУРНАЯ,street,3.0
156,86501,ЛИПЕЦКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЛИПЕЦКАЯ,street,3.0
157,86502,ЛОКОМОТИВНАЯ,Карагандинская область > г.Караганда > г.Караганда > ЛОКОМОТИВНАЯ,street,3.0
158,86505,99АРХИВ_МАЙКУДУКСКОЕ ШОССЕ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МАЙКУДУКСКОЕ ШОССЕ,street,3.0
159,86506,МАНУИЛЬСКОГО,Карагандинская область > г.Караганда > г.Караганда > МАНУИЛЬСКОГО,street,3.0
160,86507,99АРХИВ_МАРИАНЫ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МАРИАНЫ,street,3.0
161,86508,99АРХИВ_МАШИНОСТРОИТЕЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МАШИНОСТРОИТЕЛЬНАЯ,street,3.0
162,86510,МЕТАЛЛИСТОВ,Карагандинская область > г.Караганда > г.Караганда > МЕТАЛЛИСТОВ,street,3.0
163,86511,МИР.ТРУДА,Карагандинская область > г.Караганда > г.Караганда > МИР.ТРУДА,street,3.0
164,86512,МОЖАЙСКОГО,Карагандинская область > г.Караганда > г.Караганда > МОЖАЙСКОГО,street,3.0
165,86513,МОНТАЖНАЯ,Карагандинская область > г.Караганда > г.Караганда > МОНТАЖНАЯ,street,3.0
166,86514,МОСТОВАЯ,Карагандинская область > г.Караганда > г.Караганда > МОСТОВАЯ,street,3.0
167,86515,МУСОРГСКОГО,Карагандинская область > г.Караганда > г.Караганда > МУСОРГСКОГО,street,3.0
168,86516,МУСИНА,Карагандинская область > г.Караганда > г.Караганда > МУСИНА,street,3.0
169,86517,Жагалау,Карагандинская область > г.Караганда > г.Караганда > Жагалау,street,3.0
170,86518,НЕРЧЕНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > НЕРЧЕНСКАЯ,street,3.0
171,86519,НОВОСИБИРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > НОВОСИБИРСКАЯ,street,3.0
172,86520,Казбека Нуржанова,Карагандинская область > г.Караганда > г.Караганда > Казбека Нуржанова,street,3.0
173,86521,99АРХИВ_ОБОГОТИТЕЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОБОГОТИТЕЛЬНАЯ,street,3.0
174,86522,99АРХИВ_ОЗЕРНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОЗЕРНАЯ,street,3.0
175,86525,Талды,Карагандинская область > г.Караганда > г.Караганда > Талды,street,3.0
176,86526,ОГАРЕВА,Карагандинская область > г.Караганда > г.Караганда > ОГАРЕВА,street,3.0
177,86528,99АРХИВ_ПАРХОМЕНКО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ПАРХОМЕНКО,street,3.0
178,86529,ПЕСТЕЛЯ,Карагандинская область > г.Караганда > г.Караганда > ПЕСТЕЛЯ,street,3.0
179,86530,ПИРОГОВА,Карагандинская область > г.Караганда > г.Караганда > ПИРОГОВА,street,3.0
180,86531,ПЛЕХАНОВА,Карагандинская область > г.Караганда > г.Караганда > ПЛЕХАНОВА,street,3.0
181,86532,ПОЖАРСКОГО,Карагандинская область > г.Караганда > г.Караганда > ПОЖАРСКОГО,street,3.0
182,86533,ПОЛЮСНАЯ,Карагандинская область > г.Караганда > г.Караганда > ПОЛЮСНАЯ,street,3.0
183,86534,Саяхат,Карагандинская область > г.Караганда > г.Караганда > Саяхат,street,3.0
184,86535,ПОЧТОВАЯ,Карагандинская область > г.Караганда > г.Караганда > ПОЧТОВАЯ,street,3.0
185,86539,ПУТЕЙСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ПУТЕЙСКАЯ,street,3.0
186,86540,РАДИЩЕВА,Карагандинская область > г.Караганда > г.Караганда > РАДИЩЕВА,street,3.0
187,86541,99АРХИВ_РАКЕТНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РАКЕТНАЯ,street,3.0
188,86542,РАЦИОНАЛИЗАТОРОВ,Карагандинская область > г.Караганда > г.Караганда > РАЦИОНАЛИЗАТОРОВ,street,3.0
189,86543,РЫСКУЛОВА,Карагандинская область > г.Караганда > г.Караганда > РЫСКУЛОВА,street,3.0
190,86544,РЕЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > РЕЧНАЯ,street,3.0
191,86545,ЛЮКСЕМБУРГ Р.,Карагандинская область > г.Караганда > г.Караганда > ЛЮКСЕМБУРГ Р.,street,3.0
192,86547,РУСТАВЕЛИ Ш.,Карагандинская область > г.Караганда > г.Караганда > РУСТАВЕЛИ Ш.,street,3.0
193,86549,99АРХИВ_САКО-ВАНЦЕТИ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_САКО-ВАНЦЕТИ,street,3.0
194,86550,САРСЕКОВА,Карагандинская область > г.Караганда > г.Караганда > САРСЕКОВА,street,3.0
195,86551,ВОИНОВ ИНТЕРНАЦИОНАЛИСТОВ,Карагандинская область > г.Караганда > г.Караганда > ВОИНОВ ИНТЕРНАЦИОНАЛИСТОВ,street,3.0
196,86552,СВОДНАЯ,Карагандинская область > г.Караганда > г.Караганда > СВОДНАЯ,street,3.0
197,86553,СЕЧЕНОВА,Карагандинская область > г.Караганда > г.Караганда > СЕЧЕНОВА,street,3.0
198,86554,СМОЛЕНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > СМОЛЕНСКАЯ,street,3.0
199,86555,СЕРИКБАЕВА,Карагандинская область > г.Караганда > г.Караганда > СЕРИКБАЕВА,street,3.0
200,86556,СОРЕВНОВАНИЯ,Карагандинская область > г.Караганда > г.Караганда > СОРЕВНОВАНИЯ,street,3.0
201,86558,СТАНЦИОННАЯ,Карагандинская область > г.Караганда > г.Караганда > СТАНЦИОННАЯ,street,3.0
202,86559,СТОЛИЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > СТОЛИЧНАЯ,street,3.0
203,86563,ЧИЖЕВСКОГО,Карагандинская область > г.Караганда > г.Караганда > ЧИЖЕВСКОГО,street,3.0
204,86564,ТЕЛЬМАНА,Карагандинская область > г.Караганда > г.Караганда > ТЕЛЬМАНА,street,3.0
205,86566,ТОВАРНАЯ,Карагандинская область > г.Караганда > г.Караганда > ТОВАРНАЯ,street,3.0
206,86569,ТУРГЕНЕВА,Карагандинская область > г.Караганда > г.Караганда > ТУРГЕНЕВА,street,3.0
207,86571,УКРАИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > УКРАИНСКАЯ,street,3.0
208,86573,УЧЕБНАЯ,Карагандинская область > г.Караганда > г.Караганда > УЧЕБНАЯ,street,3.0
209,86574,ФАДЕЕВА,Карагандинская область > г.Караганда > г.Караганда > ФАДЕЕВА,street,3.0
210,86575,99АРХИВ_ФЛОТСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ФЛОТСКАЯ,street,3.0
211,86576,ХАЛИУЛИНА,Карагандинская область > г.Караганда > г.Караганда > ХАЛИУЛИНА,street,3.0
212,86577,ХАРЬКОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ХАРЬКОВСКАЯ,street,3.0
213,86579,99АРХИВ_ЦЕНТРАЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЦЕНТРАЛЬНАЯ,street,3.0
214,86581,ЧЕЛЮСКИНА,Карагандинская область > г.Караганда > г.Караганда > ЧЕЛЮСКИНА,street,3.0
215,86582,ЧЕХОВА,Карагандинская область > г.Караганда > г.Караганда > ЧЕХОВА,street,3.0
216,86583,Чекалина,Карагандинская область > г.Караганда > г.Караганда > Чекалина,street,3.0
217,86584,ШЕКСПИРА,Карагандинская область > г.Караганда > г.Караганда > ШЕКСПИРА,street,3.0
218,86586,ЩЕРБАКОВА,Карагандинская область > г.Караганда > г.Караганда > ЩЕРБАКОВА,street,3.0
219,86587,1 МАЯ,Карагандинская область > г.Караганда > г.Караганда > 1 МАЯ,street,3.0
220,86589,ЮНАЯ,Карагандинская область > г.Караганда > г.Караганда > ЮНАЯ,street,3.0
221,86592,ЯРОСЛАВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЯРОСЛАВСКАЯ,street,3.0
