id,parent_id,type,name,tree,path
656,3.0,street,16,      16,Карагандинская область > г.Караганда > г.Караганда > 16
657,3.0,street,ИМАНЖОЛОВА,      ИМАНЖОЛОВА,Карагандинская область > г.Караганда > г.Караганда > ИМАНЖОЛОВА
658,3.0,street,ЗЕЛЕНЫЙ 1,      ЗЕЛЕНЫЙ 1,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 1
659,3.0,street,ЗЕЛЕНЫЙ 6,      ЗЕЛЕНЫЙ 6,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 6
660,3.0,street,99АРХИВ_БАГРИЦКОГО,      99АРХИВ_БАГРИЦКОГО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_БАГРИЦКОГО
661,3.0,street,6,      6,Карагандинская область > г.Караганда > г.Караганда > 6
662,3.0,street,Ардак,      Ардак,Карагандинская область > г.Караганда > г.Караганда > Ардак
663,3.0,street,99АРХИВ_8,      99АРХИВ_8,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_8
664,3.0,street,СТАХАНОВСКАЯ,      СТАХАНОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > СТАХАНОВСКАЯ
665,3.0,street,ВОЛОДАРСКОГО,      ВОЛОДАРСКОГО,Карагандинская область > г.Караганда > г.Караганда > ВОЛОДАРСКОГО
666,3.0,street,99АРХИВ_БАЗОВАЯ,      99АРХИВ_БАЗОВАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_БАЗОВАЯ
667,3.0,street,МАМРАЕВА,      МАМРАЕВА,Карагандинская область > г.Караганда > г.Караганда > МАМРАЕВА
668,3.0,street,99АРХИВ_ТАЛЖАНОВА,      99АРХИВ_ТАЛЖАНОВА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ТАЛЖАНОВА
669,3.0,street,СПАРТАКА,      СПАРТАКА,Карагандинская область > г.Караганда > г.Караганда > СПАРТАКА
670,3.0,street,ЗЕЛЕНЫЙ 4,      ЗЕЛЕНЫЙ 4,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 4
671,3.0,street,ЗЕЛЕНЫЙ 7,      ЗЕЛЕНЫЙ 7,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 7
672,3.0,street,ЗЕЛЕНЫЙ ЛОГ,      ЗЕЛЕНЫЙ ЛОГ,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ ЛОГ
673,3.0,street,ЛАЗАРЕВЫЙ,      ЛАЗАРЕВЫЙ,Карагандинская область > г.Караганда > г.Караганда > ЛАЗАРЕВЫЙ
674,3.0,street,99АРХИВ_**СУХОПУТНАЯ 2,      99АРХИВ_**СУХОПУТНАЯ 2,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_**СУХОПУТНАЯ 2
675,3.0,street,99АРХИВ_735,      99АРХИВ_735,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_735
676,3.0,street,АВИАТОРОВ,      АВИАТОРОВ,Карагандинская область > г.Караганда > г.Караганда > АВИАТОРОВ
677,3.0,street,АКТЮБИНСКАЯ,      АКТЮБИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > АКТЮБИНСКАЯ
678,3.0,street,АЛМАЗНЫЙ,      АЛМАЗНЫЙ,Карагандинская область > г.Караганда > г.Караганда > АЛМАЗНЫЙ
679,3.0,street,АМАНЖОЛОВА,      АМАНЖОЛОВА,Карагандинская область > г.Караганда > г.Караганда > АМАНЖОЛОВА
680,3.0,street,АРХИТЕКТУРНАЯ,      АРХИТЕКТУРНАЯ,Карагандинская область > г.Караганда > г.Караганда > АРХИТЕКТУРНАЯ
681,3.0,street,АУЭЗОВА,      АУЭЗОВА,Карагандинская область > г.Караганда > г.Караганда > АУЭЗОВА
682,3.0,street,БАЖЕНОВА,      БАЖЕНОВА,Карагандинская область > г.Караганда > г.Караганда > БАЖЕНОВА
683,3.0,street,БАКИНСКАЯ,      БАКИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > БАКИНСКАЯ
684,3.0,street,БАТУМСКИЙ,      БАТУМСКИЙ,Карагандинская область > г.Караганда > г.Караганда > БАТУМСКИЙ
685,3.0,street,99АРХИВ_БАКУНИНА,      99АРХИВ_БАКУНИНА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_БАКУНИНА
686,3.0,street,БИБЛИОТЕЧНАЯ,      БИБЛИОТЕЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > БИБЛИОТЕЧНАЯ
687,3.0,street,БОЛОТНИКОВА,      БОЛОТНИКОВА,Карагандинская область > г.Караганда > г.Караганда > БОЛОТНИКОВА
688,3.0,street,БРЮЛЛОВА,      БРЮЛЛОВА,Карагандинская область > г.Караганда > г.Караганда > БРЮЛЛОВА
689,3.0,street,БУРОВАЯ,      БУРОВАЯ,Карагандинская область > г.Караганда > г.Караганда > БУРОВАЯ
690,3.0,street,ВАГОННОЕ ДЕПО,      ВАГОННОЕ ДЕПО,Карагандинская область > г.Караганда > г.Караганда > ВАГОННОЕ ДЕПО
691,3.0,street,ВЕРЕЩАГИНА,      ВЕРЕЩАГИНА,Карагандинская область > г.Караганда > г.Караганда > ВЕРЕЩАГИНА
692,3.0,street,ВОЛГОДОНСКАЯ,      ВОЛГОДОНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ВОЛГОДОНСКАЯ
693,3.0,street,Вишневского,      Вишневского,Карагандинская область > г.Караганда > г.Караганда > Вишневского
694,3.0,street,ГАЛАНТЕРЕЙНАЯ,      ГАЛАНТЕРЕЙНАЯ,Карагандинская область > г.Караганда > г.Караганда > ГАЛАНТЕРЕЙНАЯ
695,3.0,street,ГЛАДКОВА,      ГЛАДКОВА,Карагандинская область > г.Караганда > г.Караганда > ГЛАДКОВА
696,3.0,street,ЖАНАБАЕВА,      ЖАНАБАЕВА,Карагандинская область > г.Караганда > г.Караганда > ЖАНАБАЕВА
697,3.0,street,БЕСОБА,      БЕСОБА,Карагандинская область > г.Караганда > г.Караганда > БЕСОБА
698,3.0,street,АЭРОПОРТ ГОРОДСКОЙ,      АЭРОПОРТ ГОРОДСКОЙ,Карагандинская область > г.Караганда > г.Караганда > АЭРОПОРТ ГОРОДСКОЙ
699,3.0,street,ГАПЕЕВА,      ГАПЕЕВА,Карагандинская область > г.Караганда > г.Караганда > ГАПЕЕВА
700,3.0,street,ГРЕЙДЕРНАЯ,      ГРЕЙДЕРНАЯ,Карагандинская область > г.Караганда > г.Караганда > ГРЕЙДЕРНАЯ
701,3.0,street,ГУРЬЕВСКИЙ,      ГУРЬЕВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ГУРЬЕВСКИЙ
702,3.0,street,ДНЕПРОВСКАЯ,      ДНЕПРОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ДНЕПРОВСКАЯ
703,3.0,street,ДОНЕЦКАЯ,      ДОНЕЦКАЯ,Карагандинская область > г.Караганда > г.Караганда > ДОНЕЦКАЯ
704,3.0,street,ДОСКЕЯ,      ДОСКЕЯ,Карагандинская область > г.Караганда > г.Караганда > ДОСКЕЯ
705,3.0,street,99АРХИВ_ДАЛЬНИЙ,      99АРХИВ_ДАЛЬНИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ДАЛЬНИЙ
706,3.0,street,ЖАНГИЛЬДИНА,      ЖАНГИЛЬДИНА,Карагандинская область > г.Караганда > г.Караганда > ЖАНГИЛЬДИНА
707,3.0,street,ЖЕЛЕЗНОВОДСКАЯ,      ЖЕЛЕЗНОВОДСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЖЕЛЕЗНОВОДСКАЯ
708,3.0,street,ЗАВОДСКАЯ,      ЗАВОДСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЗАВОДСКАЯ
709,3.0,street,ЗЛАТОУССКАЯ,      ЗЛАТОУССКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЗЛАТОУССКАЯ
710,3.0,street,ИГАРСКАЯ,      ИГАРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ИГАРСКАЯ
711,3.0,street,ИТЭЭРОВСКАЯ,      ИТЭЭРОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ИТЭЭРОВСКАЯ
712,3.0,street,КАМСКАЯ,      КАМСКАЯ,Карагандинская область > г.Караганда > г.Караганда > КАМСКАЯ
713,3.0,street,КАРАБАССКАЯ,      КАРАБАССКАЯ,Карагандинская область > г.Караганда > г.Караганда > КАРАБАССКАЯ
714,3.0,street,ЛИБКНЕХТА К.,      ЛИБКНЕХТА К.,Карагандинская область > г.Караганда > г.Караганда > ЛИБКНЕХТА К.
715,3.0,street,Жекибаева,      Жекибаева,Карагандинская область > г.Караганда > г.Караганда > Жекибаева
716,3.0,street,99АРХИВ_КОРЕЙСКАЯ,      99АРХИВ_КОРЕЙСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КОРЕЙСКАЯ
717,3.0,street,КОЛЛЕКТИВНАЯ,      КОЛЛЕКТИВНАЯ,Карагандинская область > г.Караганда > г.Караганда > КОЛЛЕКТИВНАЯ
718,3.0,street,КОМУННЫ,      КОМУННЫ,Карагандинская область > г.Караганда > г.Караганда > КОМУННЫ
719,3.0,street,99АРХИВ_КОРОТКАЯ,      99АРХИВ_КОРОТКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КОРОТКАЯ
720,3.0,street,КРАСЮКОВА,      КРАСЮКОВА,Карагандинская область > г.Караганда > г.Караганда > КРАСЮКОВА
721,3.0,street,КРЫМСКАЯ,      КРЫМСКАЯ,Карагандинская область > г.Караганда > г.Караганда > КРЫМСКАЯ
722,3.0,street,КУЙБЫШЕВА,      КУЙБЫШЕВА,Карагандинская область > г.Караганда > г.Караганда > КУЙБЫШЕВА
723,3.0,street,КУРЧАТОВА,      КУРЧАТОВА,Карагандинская область > г.Караганда > г.Караганда > КУРЧАТОВА
724,3.0,street,КАЛЕНДАРНЫЙ,      КАЛЕНДАРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КАЛЕНДАРНЫЙ
725,3.0,street,КОЛЬСКИЙ,      КОЛЬСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КОЛЬСКИЙ
726,3.0,street,99АРХИВ_КРИВОЙ,      99АРХИВ_КРИВОЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КРИВОЙ
727,3.0,street,ЛИТЕЙНАЯ,      ЛИТЕЙНАЯ,Карагандинская область > г.Караганда > г.Караганда > ЛИТЕЙНАЯ
728,3.0,street,ЛУЖНИКОВСКАЯ,      ЛУЖНИКОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЛУЖНИКОВСКАЯ
729,3.0,street,ЛЬВОВСКИЙ,      ЛЬВОВСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ЛЬВОВСКИЙ
730,3.0,street,999_МАЙКУДУКСКАЯ,      999_МАЙКУДУКСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 999_МАЙКУДУКСКАЯ
731,3.0,street,МАМЕТОВОЙ М.,      МАМЕТОВОЙ М.,Карагандинская область > г.Караганда > г.Караганда > МАМЕТОВОЙ М.
732,3.0,street,999_ВЕРТИКАЛЬНАЯ,      999_ВЕРТИКАЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 999_ВЕРТИКАЛЬНАЯ
733,3.0,street,99АРХИВ_8,      99АРХИВ_8,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_8
734,3.0,street,ЗЕЛЕНЫЙ 10,      ЗЕЛЕНЫЙ 10,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 10
735,3.0,street,БАЙКОНУРСКАЯ,      БАЙКОНУРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > БАЙКОНУРСКАЯ
736,3.0,street,99АРХИВ_СЕМИРЕЧЕНСКАЯ,      99АРХИВ_СЕМИРЕЧЕНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СЕМИРЕЧЕНСКАЯ
737,3.0,street,ЕРЕНТАУССКАЯ,      ЕРЕНТАУССКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЕРЕНТАУССКАЯ
738,3.0,street,ШАМАНОВА,      ШАМАНОВА,Карагандинская область > г.Караганда > г.Караганда > ШАМАНОВА
739,3.0,street,99АРХИВ_АБДРАСУЛОВА,      99АРХИВ_АБДРАСУЛОВА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_АБДРАСУЛОВА
740,3.0,street,АЙТКУЛОВА,      АЙТКУЛОВА,Карагандинская область > г.Караганда > г.Караганда > АЙТКУЛОВА
741,3.0,street,АКУЛОВА,      АКУЛОВА,Карагандинская область > г.Караганда > г.Караганда > АКУЛОВА
742,3.0,street,99АРХИВ_КРИВОГУЗА -УЧАСТОК,      99АРХИВ_КРИВОГУЗА -УЧАСТОК,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КРИВОГУЗА -УЧАСТОК
743,3.0,street,99АРХИВ_ВОСТОК 4,      99АРХИВ_ВОСТОК 4,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ВОСТОК 4
744,3.0,street,МЕЛИТОПОЛЬСКАЯ,      МЕЛИТОПОЛЬСКАЯ,Карагандинская область > г.Караганда > г.Караганда > МЕЛИТОПОЛЬСКАЯ
745,3.0,street,МЕТАЛЛУРГОВ,      МЕТАЛЛУРГОВ,Карагандинская область > г.Караганда > г.Караганда > МЕТАЛЛУРГОВ
746,3.0,street,МОДЕЛЬНЫЙ,      МОДЕЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > МОДЕЛЬНЫЙ
747,3.0,street,МОЛОДЕЖНАЯ,      МОЛОДЕЖНАЯ,Карагандинская область > г.Караганда > г.Караганда > МОЛОДЕЖНАЯ
748,3.0,street,МОСКОВСКАЯ,      МОСКОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > МОСКОВСКАЯ
749,3.0,street,МУКАНОВА,      МУКАНОВА,Карагандинская область > г.Караганда > г.Караганда > МУКАНОВА
750,3.0,street,МАРШАКА,      МАРШАКА,Карагандинская область > г.Караганда > г.Караганда > МАРШАКА
751,3.0,street,НАРВСКАЯ,      НАРВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > НАРВСКАЯ
752,3.0,street,НЕКРАСОВА,      НЕКРАСОВА,Карагандинская область > г.Караганда > г.Караганда > НЕКРАСОВА
753,3.0,street,НОВАЯ,      НОВАЯ,Карагандинская область > г.Караганда > г.Караганда > НОВАЯ
754,3.0,street,Норильский,      Норильский,Карагандинская область > г.Караганда > г.Караганда > Норильский
755,3.0,street,НУРМАКОВА М,      НУРМАКОВА М,Карагандинская область > г.Караганда > г.Караганда > НУРМАКОВА М
756,3.0,street,99АРХИВ_ОДЕССКАЯ,      99АРХИВ_ОДЕССКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОДЕССКАЯ
757,3.0,street,99АРХИВ_ОПЫТНАЯ,      99АРХИВ_ОПЫТНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОПЫТНАЯ
758,3.0,street,ОСЕВАЯ,      ОСЕВАЯ,Карагандинская область > г.Караганда > г.Караганда > ОСЕВАЯ
759,3.0,street,99АРХИВ_ОСТРОВСКОГО,      99АРХИВ_ОСТРОВСКОГО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОСТРОВСКОГО
760,3.0,street,ОБЩЕСТВЕННЫЙ,      ОБЩЕСТВЕННЫЙ,Карагандинская область > г.Караганда > г.Караганда > ОБЩЕСТВЕННЫЙ
761,3.0,street,ПАВЛОВА,      ПАВЛОВА,Карагандинская область > г.Караганда > г.Караганда > ПАВЛОВА
762,3.0,street,Береке,      Береке,Карагандинская область > г.Караганда > г.Караганда > Береке
763,3.0,street,99АРХИВ_ПЕРМСКАЯ,      99АРХИВ_ПЕРМСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ПЕРМСКАЯ
764,3.0,street,ПИОНЕРСКАЯ,      ПИОНЕРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ПИОНЕРСКАЯ
765,3.0,street,ПЛАНЕТНАЯ,      ПЛАНЕТНАЯ,Карагандинская область > г.Караганда > г.Караганда > ПЛАНЕТНАЯ
766,3.0,street,ПОЛЕТАЕВА,      ПОЛЕТАЕВА,Карагандинская область > г.Караганда > г.Караганда > ПОЛЕТАЕВА
767,3.0,street,ПОПОВА,      ПОПОВА,Карагандинская область > г.Караганда > г.Караганда > ПОПОВА
768,3.0,street,99АРХИВ_ПОЧЕТНАЯ,      99АРХИВ_ПОЧЕТНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ПОЧЕТНАЯ
769,3.0,street,ПРИШАХТИНСКАЯ,      ПРИШАХТИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ПРИШАХТИНСКАЯ
770,3.0,street,ПРОЛЕТАРСКИЙ,      ПРОЛЕТАРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ПРОЛЕТАРСКИЙ
771,3.0,street,99АРХИВ_РАДУЖНАЯ,      99АРХИВ_РАДУЖНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РАДУЖНАЯ
772,3.0,street,99АРХИВ_РАКЕТНЫЙ,      99АРХИВ_РАКЕТНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РАКЕТНЫЙ
773,3.0,street,РАХМАНИНОВА,      РАХМАНИНОВА,Карагандинская область > г.Караганда > г.Караганда > РАХМАНИНОВА
774,3.0,street,РАЗИНА С.,      РАЗИНА С.,Карагандинская область > г.Караганда > г.Караганда > РАЗИНА С.
775,3.0,street,РЕМЕСЛЕННЫЙ,      РЕМЕСЛЕННЫЙ,Карагандинская область > г.Караганда > г.Караганда > РЕМЕСЛЕННЫЙ
776,3.0,street,99АРХИВ_РУДНИЧНЫЙ,      99АРХИВ_РУДНИЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РУДНИЧНЫЙ
777,3.0,street,БАДИНА,      БАДИНА,Карагандинская область > г.Караганда > г.Караганда > БАДИНА
778,3.0,street,СВОБОДНЫЙ,      СВОБОДНЫЙ,Карагандинская область > г.Караганда > г.Караганда > СВОБОДНЫЙ
779,3.0,street,СЕДОВА,      СЕДОВА,Карагандинская область > г.Караганда > г.Караганда > СЕДОВА
780,3.0,street,99АРХИВ_СЕРАФИМОВИЧА,      99АРХИВ_СЕРАФИМОВИЧА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СЕРАФИМОВИЧА
781,3.0,street,99АРХИВ_СОЛОНИЧНАЯ,      99АРХИВ_СОЛОНИЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_СОЛОНИЧНАЯ
782,3.0,street,СПАССКАЯ,      СПАССКАЯ,Карагандинская область > г.Караганда > г.Караганда > СПАССКАЯ
783,3.0,street,АБДРАХМАНОВА,      АБДРАХМАНОВА,Карагандинская область > г.Караганда > г.Караганда > АБДРАХМАНОВА
784,3.0,street,АНЖЕРСКАЯ,      АНЖЕРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > АНЖЕРСКАЯ
785,3.0,street,99АРХИВ_ПОБЕДА,      99АРХИВ_ПОБЕДА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ПОБЕДА
786,3.0,street,БОЛЬШОЙ ПРОЕЗД,      БОЛЬШОЙ ПРОЕЗД,Карагандинская область > г.Караганда > г.Караганда > БОЛЬШОЙ ПРОЕЗД
787,3.0,street,НУРМАГАМБЕТОВА,      НУРМАГАМБЕТОВА,Карагандинская область > г.Караганда > г.Караганда > НУРМАГАМБЕТОВА
788,3.0,street,ТОЛЕПОВА,      ТОЛЕПОВА,Карагандинская область > г.Караганда > г.Караганда > ТОЛЕПОВА
789,3.0,street,99АРХИВ_АМАНГЕЛЬДЫ,      99АРХИВ_АМАНГЕЛЬДЫ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_АМАНГЕЛЬДЫ
790,3.0,street,"Кунгей, ул.Нила Мазитова","      Кунгей, ул.Нила Мазитова","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул.Нила Мазитова"
791,3.0,street,"Кунгей, ул.Шолпан Джандарбековой","      Кунгей, ул.Шолпан Джандарбековой","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул.Шолпан Джандарбековой"
792,3.0,street,"Кунгей, ул.2","      Кунгей, ул.2","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул.2"
793,3.0,street,Бауыржана Момышулы,      Бауыржана Момышулы,Карагандинская область > г.Караганда > г.Караганда > Бауыржана Момышулы
794,3.0,street,"1, ул. Муканова","      1, ул. Муканова","Карагандинская область > г.Караганда > г.Караганда > 1, ул. Муканова"
795,3.0,street,"55, ул. Муканова","      55, ул. Муканова","Карагандинская область > г.Караганда > г.Караганда > 55, ул. Муканова"
796,3.0,street,"Кунгей, ул.Смакова Жакана","      Кунгей, ул.Смакова Жакана","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул.Смакова Жакана"
797,3.0,street,"Кунгей, ул. Нуртаса Ондасынова","      Кунгей, ул. Нуртаса Ондасынова","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул. Нуртаса Ондасынова"
798,3.0,street,ДЭУ- 50,      ДЭУ- 50,Карагандинская область > г.Караганда > г.Караганда > ДЭУ- 50
799,3.0,street,"Кунгей, ул. Жусупбека Алтайбаева","      Кунгей, ул. Жусупбека Алтайбаева","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул. Жусупбека Алтайбаева"
800,3.0,street,"Гастелло, жилой массив 23","      Гастелло, жилой массив 23","Карагандинская область > г.Караганда > г.Караганда > Гастелло, жилой массив 23"
801,3.0,street,мкр Гульдер-1 дом 15 нежилое помещение4,      мкр Гульдер-1 дом 15 нежилое помещение4,Карагандинская область > г.Караганда > г.Караганда > мкр Гульдер-1 дом 15 нежилое помещение4
802,3.0,street,"Шахтерский, кв-л. 1","      Шахтерский, кв-л. 1","Карагандинская область > г.Караганда > г.Караганда > Шахтерский, кв-л. 1"
803,3.0,street,7,      7,Карагандинская область > г.Караганда > г.Караганда > 7
804,3.0,street,"Аэропорт городской, ул. К. Шектыбаева","      Аэропорт городской, ул. К. Шектыбаева","Карагандинская область > г.Караганда > г.Караганда > Аэропорт городской, ул. К. Шектыбаева"
805,3.0,street,"Кунгей, ул. Акселеу Сейдимбекова","      Кунгей, ул. Акселеу Сейдимбекова","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул. Акселеу Сейдимбекова"
806,3.0,street,"Кунгей, ул. Назира Турекулова","      Кунгей, ул. Назира Турекулова","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул. Назира Турекулова"
807,3.0,street,Жилой район №1,      Жилой район №1,Карагандинская область > г.Караганда > г.Караганда > Жилой район №1
808,3.0,street,Шахтерский (квартал 2),      Шахтерский (квартал 2),Карагандинская область > г.Караганда > г.Караганда > Шахтерский (квартал 2)
809,3.0,street,"Кунгей, ул.5","      Кунгей, ул.5","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул.5"
810,3.0,street,"БАЙМАГАМБЕТОВА, КАРАГАНДА (город)","      БАЙМАГАМБЕТОВА, КАРАГАНДА (город)","Карагандинская область > г.Караганда > г.Караганда > БАЙМАГАМБЕТОВА, КАРАГАНДА (город)"
811,3.0,street,Шахтерский (квартал 11),      Шахтерский (квартал 11),Карагандинская область > г.Караганда > г.Караганда > Шахтерский (квартал 11)
812,3.0,street,"43, ул. Муканова","      43, ул. Муканова","Карагандинская область > г.Караганда > г.Караганда > 43, ул. Муканова"
813,3.0,street,Жанторе Абишева,      Жанторе Абишева,Карагандинская область > г.Караганда > г.Караганда > Жанторе Абишева
814,3.0,street,1 очередь (участок 850),      1 очередь (участок 850),Карагандинская область > г.Караганда > г.Караганда > 1 очередь (участок 850)
815,3.0,street,"Городской аэропорт, улица 5-ая","      Городской аэропорт, улица 5-ая","Карагандинская область > г.Караганда > г.Караганда > Городской аэропорт, улица 5-ая"
816,3.0,street,Саялы,      Саялы,Карагандинская область > г.Караганда > г.Караганда > Саялы
817,3.0,street,Инкарбаева (Казыбек би),      Инкарбаева (Казыбек би),Карагандинская область > г.Караганда > г.Караганда > Инкарбаева (Казыбек би)
818,3.0,street,Д (Октябрьский),      Д (Октябрьский),Карагандинская область > г.Караганда > г.Караганда > Д (Октябрьский)
819,3.0,street,"Кунгей, ул.34","      Кунгей, ул.34","Карагандинская область > г.Караганда > г.Караганда > Кунгей, ул.34"
820,3.0,street,137 учетный (Казыбек би),      137 учетный (Казыбек би),Карагандинская область > г.Караганда > г.Караганда > 137 учетный (Казыбек би)
821,3.0,street,018 учетный (Октябрьский),      018 учетный (Октябрьский),Карагандинская область > г.Караганда > г.Караганда > 018 учетный (Октябрьский)
822,3.0,street,9 (Казыбек би),      9 (Казыбек би),Карагандинская область > г.Караганда > г.Караганда > 9 (Казыбек би)
823,3.0,street,132 учетный (Казыбек би),      132 учетный (Казыбек би),Карагандинская область > г.Караганда > г.Караганда > 132 учетный (Казыбек би)
824,3.0,street,Шахтинское шоссе 1,      Шахтинское шоссе 1,Карагандинская область > г.Караганда > г.Караганда > Шахтинское шоссе 1
825,3.0,street,Сарыарка,      Сарыарка,Карагандинская область > г.Караганда > г.Караганда > Сарыарка
826,3.0,street,Мерей,      Мерей,Карагандинская область > г.Караганда > г.Караганда > Мерей
827,3.0,street,Григория Потанина,      Григория Потанина,Карагандинская область > г.Караганда > г.Караганда > Григория Потанина
828,3.0,street,Александр Затаевича,      Александр Затаевича,Карагандинская область > г.Караганда > г.Караганда > Александр Затаевича
829,3.0,street,Балкантау,      Балкантау,Карагандинская область > г.Караганда > г.Караганда > Балкантау
830,3.0,street,134 учетный  (кв.),      134 учетный  (кв.),Карагандинская область > г.Караганда > г.Караганда > 134 учетный  (кв.)
831,3.0,street,Шахтерский (квартал 3),      Шахтерский (квартал 3),Карагандинская область > г.Караганда > г.Караганда > Шахтерский (квартал 3)
832,3.0,street,Махметова,      Махметова,Карагандинская область > г.Караганда > г.Караганда > Махметова
833,3.0,street,"КУНАЕВА, КАРАГАНДА (город)","      КУНАЕВА, КАРАГАНДА (город)","Карагандинская область > г.Караганда > г.Караганда > КУНАЕВА, КАРАГАНДА (город)"
834,3.0,street,071 Учетный квартал,      071 Учетный квартал,Карагандинская область > г.Караганда > г.Караганда > 071 Учетный квартал
835,3.0,street,066 (учетный квартал),      066 (учетный квартал),Карагандинская область > г.Караганда > г.Караганда > 066 (учетный квартал)
836,3.0,street,"Уч.квартал 167,Западная промзона д,1/1","      Уч.квартал 167,Западная промзона д,1/1","Карагандинская область > г.Караганда > г.Караганда > Уч.квартал 167,Западная промзона д,1/1"
837,3.0,street,Новоузенская (Октябрьский),      Новоузенская (Октябрьский),Карагандинская область > г.Караганда > г.Караганда > Новоузенская (Октябрьский)
838,3.0,street,Учетный квартал,      Учетный квартал,Карагандинская область > г.Караганда > г.Караганда > Учетный квартал
839,3.0,street,ШАКИРОВА О.Ш.,      ШАКИРОВА О.Ш.,Карагандинская область > г.Караганда > г.Караганда > ШАКИРОВА О.Ш.
840,3.0,street,99АРХИВ_ЩЕДРИНА,      99АРХИВ_ЩЕДРИНА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЩЕДРИНА
841,3.0,street,СТЕПНОЙ 4,      СТЕПНОЙ 4,Карагандинская область > г.Караганда > г.Караганда > СТЕПНОЙ 4
